Bitcoin,Ethereum,Litecoin,Yuan,Euro,Pound,Gold,Oil,SP
17513.9,519.349976,225.550003,6.6188,0.8502,0.7502,1246.07,57.84,2660.330078
17781.8,678.25,401.76001,6.6235,0.8536,0.7517,1241.42,57.12,2669.719971
17653.1,755.070007,347.799988,6.623,0.8526,0.7513,1240.65,56.59,2671.879883
17085.8,751.679993,314.779999,6.6117,0.8496,0.7469,1253.77,57,2668.090088
18154.1,696.890015,317.690002,6.6117,0.8511,0.7519,1252.04,57.29,2679.629883
19371,799.369995,364.339996,6.619,0.8519,0.7514,1252.67,57.17,2694.969971
19177.8,868.890015,376.100006,6.6185,0.8492,0.7501,1259.66,57.49,2694.439941
17934.7,830.200012,346.730011,6.6066,0.8455,0.748,1260.77,58.09,2691.01001
17567.7,840.549988,327.26001,6.5885,0.8439,0.7501,1263.85,58.34,2692.639893
15943.4,794.159973,309.109985,6.586,0.8463,0.7491,1263.87,58.25,2685.350098
16461.2,756.030029,283.859985,6.5584,0.8441,0.7492,1275.14,59.55,2682.73999
16930.9,766.530029,285.320007,6.5598,0.8437,0.7481,1280.16,59.67,2685.639893
15888.4,741.460022,265.649994,6.5598,0.8413,0.7466,1287.24,59.84,2687.659912
15279,755.200012,258.359985,6.5304,0.8378,0.7449,1292.56,60.46,2692.120117
15444.6,882.609985,260.529999,6.5054,0.8334,0.7408,1304.8,60.37,2695.889893
15572.8,951.700012,256.809998,6.5126,0.8332,0.741,1313.06,61.61,2714.370117
15739.7,997.440002,244.880005,6.5111,0.833,0.7406,1307.03,61.98,2729.290039
17705.2,1018.369995,251.559998,6.4911,0.832,0.7395,1318.21,61.49,2743.449951
16537.9,1228.25,273.470001,6.5015,0.8366,0.7396,1316.67,61.73,2748.51001
15497.5,1300.300049,258.589996,6.5329,0.8393,0.7403,1315.71,62.92,2759.139893
14973.3,1385.219971,249.309998,6.5373,0.8387,0.7419,1308.75,63.6,2750.800049
15018.8,1333.920044,252.889999,6.5179,0.8383,0.7431,1315.47,63.81,2767.560059
14229.9,1287.060059,241.830002,6.4905,0.8314,0.7389,1323.88,64.22,2787.850098
13843.1,1282.27002,232.399994,6.4477,0.82,0.7277,1337.62,63.82,2807.540039
11678,1115.660034,204.559998,6.4404,0.8213,0.727,1335.06,63.92,2807.040039
12107.3,1093.900024,208.369995,6.4437,0.8221,0.7244,1324.68,63.96,2805.830078
11992.8,1083.619995,201.25,6.4112,0.8185,0.7227,1328.4,63.38,2810.330078
11966.4,1084.280029,194.339996,6.4157,0.8188,0.7217,1329.41,63.66,2833.030029
11377.6,1020.659973,186.110001,6.4139,0.8183,0.7186,1333.11,64.45,2842.23999
11501.4,1062.599976,184.699997,6.4013,0.8135,0.7145,1339.25,65.69,2852.969971
11785.7,1102.420044,184.690002,6.36,0.8088,0.7101,1358.07,65.62,2848.560059
11656.7,1075.589966,182.149994,6.3343,0.8084,0.7088,1348.99,66.27,2872.870117
11875.6,1240.319946,193.419998,6.3398,0.8106,0.713,1345.9,65.71,2870.620117
11307.2,1173.180054,180.610001,6.3477,0.8107,0.7154,1335.09,64.64,2837.75
10381.6,1122.97998,166.860001,6.3353,0.8073,0.7081,1338.02,64.82,2839.26001
10288.8,1155.579956,165.710007,6.3097,0.8075,0.7063,1340.5,65.92,2835.959961
9142.28,1027.660034,142,6.3041,0.8058,0.7092,1345.39,65.5,2808.919922
8364.84,857.820007,153.899994,6.3097,0.8088,0.7166,1329.29,64.18,2763.389893
7850.7,801.72998,147.259995,6.301,0.8121,0.7228,1339.06,63.48,2701.040039
8509.11,858.280029,159.110001,6.2703,0.8165,0.7222,1325.86,61.91,2727.669922
8558.77,844.859985,151.139999,6.3449,0.8189,0.7224,1310.99,61.3,2685.27002
8736.98,880.219971,164.240005,6.3318,0.8195,0.7267,1315.78,59.2,2638.669922
8985.92,874.849976,163.300003,6.3328,0.8174,0.7248,1319.13,59.41,2672.610107
8958.47,867.599976,162.190002,6.3505,0.8141,0.723,1322.15,59.33,2668.840088
9518.54,922.369995,217.419998,6.3574,0.8146,0.7246,1330.6,60.7,2702.100098
10234.8,947.530029,237.149994,6.3482,0.8034,0.7148,1351,61.48,2731.51001
10324.1,945.359985,234.830002,6.3482,0.8069,0.7146,1353.71,61.89,2754.419922
11958.5,958.859985,252.199997,6.3482,0.8118,0.7179,1338.96,61.91,2737.600098
11418.5,906.559998,231.699997,6.3482,0.8144,0.7191,1325.23,61.73,2747.75
11039.1,871.320007,221.440002,6.3655,0.8157,0.7218,1321.35,62.72,2731.26001
10487.3,882.419983,215.839996,6.3524,0.8144,0.7192,1326.36,63.52,2747.76001
10475,880.119995,231.600006,6.3281,0.8145,0.718,1332.42,63.81,2780.639893
10878.5,894.919983,223.210007,6.3172,0.8184,0.7217,1331.24,62.94,2789.149902
11089.8,887.51001,223.610001,6.3369,0.8206,0.7269,1315.13,61.43,2761.52002
11052.3,880.210022,214.679993,6.3602,0.8226,0.7293,1312.41,60.98,2730.889893
11189,876.559998,213.419998,6.3627,0.8163,0.727,1314.59,61.19,2696.25
11704.1,868.799988,215.970001,6.3496,0.8151,0.7264,1323.56,62.49,2728.090088
11500.1,851.039978,210.809998,6.3479,0.8111,0.7238,1319.45,62.54,2732.080078
10929.5,825.320007,199.470001,6.3332,0.8075,0.7223,1332.37,61.09,2730.600098
10147.4,772.51001,188.179993,6.3423,0.8132,0.7257,1324.14,60.13,2740.449951
9466.35,730.460022,189.979996,6.3556,0.8148,0.7253,1316.11,62.02,2786.570068
9937.5,739.869995,193.039993,6.3352,0.8137,0.7225,1320.18,61.35,2796.97998
9470.38,714.190002,181.940002,6.3362,0.8121,0.7208,1318.88,60.69,2801.899902
9355.85,703.380005,178.039993,6.3261,0.8099,0.7181,1324.09,60.89,2777.110107
8428.35,620.429993,167.809998,6.3244,0.8129,0.7183,1323.14,61.16,2763.030029
8585.15,626.130005,172.020004,6.3377,0.8157,0.7201,1314.24,62.29,2761.850098
8675.87,559.070007,163.910004,6.3397,0.8158,0.7188,1308.76,62.01,2741.379883
9051.02,567,173.800003,6.3343,0.8172,0.7151,1313.48,63.37,2724.219971
9177.37,590.200012,175.410004,6.3373,0.817,0.7145,1310.8,65.1,2739.139893
9100.71,578.01001,172.529999,6.3361,0.8141,0.7105,1328.67,64.25,2695.679932
8879.62,543.840027,169.039993,6.3382,0.8131,0.71,1335.27,65.8,2657.669922
8530.08,491.920013,149.330002,6.3208,0.8102,0.7077,1344.5,65.49,2661.360107
8232.78,465.200012,139.789993,6.2866,0.8084,0.711,1350.48,65.21,2674.780029
8122.89,448.5,132.520004,6.301,0.8132,0.7107,1341.47,64.3,2632.649902
7994.33,411.170013,126.57,6.3063,0.8142,0.7138,1323.5,64.87,2659.070068
7135.47,426.839996,137.399994,6.2843,0.8143,0.7135,1327.64,63.05,2638.300049
7530.94,417.109985,134.929993,6.2915,0.8161,0.7133,1336.84,63.41,2619.139893
7469.88,387.559998,122.690002,6.3098,0.8159,0.7136,1333.39,63.35,2649.860107
6933.82,385.779999,120.470001,6.3052,0.8185,0.7161,1327.01,63.53,2672.080078
6857.49,397.100006,119.849998,6.3052,0.8187,0.7152,1325.96,62.03,2656.879883
7178.11,418.269989,115.459999,6.3203,0.8156,0.7103,1329.02,63.4,2653.550049
6872.41,433.440002,119.93,6.3102,0.8128,0.7084,1332.26,65.48,2665.449951
6968.32,498.079987,130.910004,6.2911,0.8099,0.7062,1339.45,66.81,2661.429932
7899.23,528.950012,133.669998,6.2942,0.8132,0.707,1347.95,67.07,2674.719971
8183.96,514.659973,129.759995,6.2953,0.8126,0.7032,1336.42,67.35,2680.26001
8371.15,522.070007,140.410004,6.2874,0.8115,0.7029,1342.68,66.23,2686.48999
8285.96,526.609985,141.679993,6.287,0.8106,0.7002,1343.57,66.5,2713.340088
8197.8,570.179993,147.720001,6.2919,0.8103,0.7056,1342.13,68.44,2717.48999
8298.69,622.140015,156.559998,6.2831,0.8112,0.7107,1348.43,68.3,2702.840088
8880.23,625.150024,157.080002,6.2984,0.8164,0.7145,1340.24,68.26,2693.939941
8958.55,711.640015,165.979996,6.3174,0.8198,0.7181,1330.57,67.61,2682.860107
9732.61,703.900024,164.880005,6.3227,0.8209,0.7185,1323.25,67.66,2683.550049
9745.32,665.969971,154.580002,6.3299,0.8224,0.7183,1325.11,68,2645.300049
9281.51,686.049988,153.679993,6.3369,0.8268,0.7197,1320.8,68.18,2676.47998
9375.47,693.469971,153.190002,6.3472,0.8296,0.7274,1314.72,68.11,2677.350098
9477.14,674.619995,148.720001,6.3332,0.8289,0.7294,1318.39,68.56,2682.870117
9255.88,690.859985,153.300003,6.3332,0.8346,0.7359,1309.87,67.28,2655.27002
9256.52,787.570007,164.020004,6.3659,0.8378,0.7379,1305.92,67.91,2660.870117
9798.33,804.630005,171.389999,6.3712,0.8371,0.7387,1306,68.45,2637.139893
9779.2,827.440002,182.990005,6.3669,0.8397,0.7416,1309.37,69.71,2670.929932
9665.85,775.380005,168.160004,6.3693,0.8407,0.74,1313.13,70.74,2683.350098
9462.75,759.909973,160.139999,6.3708,0.8448,0.7418,1310.85,68.83,2676.340088
9374.76,767.219971,160.720001,6.3861,0.8458,0.7408,1307.9,71.16,2701.27002
9396.04,735.969971,148.520004,6.3742,0.8445,0.743,1310.78,71.36,2726.110107
9052.96,690.880005,144.75,6.3491,0.841,0.7408,1317.99,70.69,2732.860107
8881.12,738.530029,149.649994,6.3438,0.8386,0.7388,1318,71.01,2742.100098
8836.19,710.26001,140.979996,6.3804,0.846,0.7436,1310.11,71.34,2718.590088
8508.43,718.309998,141.5,6.3804,0.8501,0.7434,1291.01,71.43,2727.76001
8445.54,694.349976,137.580002,6.3723,0.8492,0.7422,1288.65,71.47,2731.959961
8274.12,716.859985,137.899994,6.3817,0.8512,0.7433,1286.91,71.23,2719.5
8557.52,698.460022,135.839996,6.3947,0.8536,0.747,1284.75,72.26,2739.189941
8423.25,649.590027,129.369995,6.3793,0.8506,0.7456,1288.76,72.09,2742.23999
8054.66,609,124.959999,6.3913,0.8566,0.7516,1289.83,71.85,2733.330078
7738.6,615.919983,124.32,6.3972,0.8555,0.7497,1292.57,70.77,2731.969971
7659.14,607.809998,122.440002,6.3929,0.8589,0.7523,1300.64,67.92,2727.360107
7526.42,585.22998,122.849998,6.423,0.8689,0.7574,1296.01,66.8,2710.669922
7573.77,585.919983,120.900002,6.4345,0.8683,0.7552,1296.99,68.24,2729.340088
7608.9,589.26001,120.529999,6.4175,0.8591,0.7532,1300.61,66.98,2722.5
7604.73,599.530029,124.419998,6.4217,0.8607,0.7544,1296.44,65.81,2736.929932
7753.82,612.98999,122.410004,6.4279,0.8581,0.7522,1290.03,64.76,2749.159912
7643.23,611.669983,122.669998,6.4145,0.8582,0.7519,1289.43,65.51,2752.610107
7680.43,616,123.559998,6.4072,0.8539,0.7472,1294.86,64.75,2772.389893
7741.27,607.77002,122.059998,6.3987,0.8496,0.748,1294.63,65.96,2779.899902
7698.19,609.109985,120.959999,6.4149,0.8528,0.7489,1294.18,65.77,2779.389893
6910.18,539.340027,107.919998,6.4101,0.8509,0.7494,1295.85,66.1,2790.209961
6907.96,501.670013,100.379997,6.4123,0.8524,0.7495,1295.39,66.38,2789.800049
6631.66,526.640015,102.919998,6.414,0.8528,0.7514,1292.45,66.63,2791.469971
6707.14,521.179993,101.019997,6.4048,0.8649,0.7543,1297.47,66.91,2789.060059
6681.08,503.279999,97.580002,6.4394,0.8664,0.757,1298.56,65.01,2782.810059
6781.14,547.940002,101.580002,6.4394,0.8647,0.7561,1277.93,65.91,2774.98999
6822.5,541.799988,98.949997,6.4853,0.8673,0.7605,1279.22,65.09,2765.050049
6821.56,544.679993,99.199997,6.4812,0.8669,0.7606,1271.3,65.92,2774.860107
6810.94,525.840027,96.800003,6.5094,0.869,0.7633,1263.54,65.68,2769.280029
6747.08,481.059998,86.949997,6.5098,0.8622,0.7554,1265.77,69.02,2764.169922
6327.37,461.179993,82.5,6.5474,0.86,0.7565,1265.93,69.91,2742.939941
6290.16,446.119995,81.82,6.5818,0.8596,0.758,1261.25,75.23,2732.909912
6180,443.51001,81.260002,6.62,0.8667,0.7631,1254.14,77.41,2746.090088
6170.41,441.869995,80.510002,6.6335,0.8677,0.7663,1249.38,73.45,2724.340088
6261.66,462.559998,84.339996,6.6429,0.8652,0.7652,1246.94,74.13,2743.26001
6683.86,486.76001,89.839996,6.6681,0.8628,0.7638,1247.8,73.89,2727.26001
6671.37,481.790009,89.040001,6.7225,0.8607,0.7626,1238.72,74.19,2736.580078
6749.54,475.670013,84.089996,6.6478,0.8586,0.7574,1253,73.05,2737.830078
6700.94,489.329987,85.389999,6.6685,0.8563,0.7574,1252.87,73.78,2764.409912
6838.68,473.059998,80.519997,6.6444,0.8526,0.7581,1256.15,73.93,2784.649902
6767.74,447.089996,80.93,6.6353,0.8555,0.7562,1255.26,74.11,2795.580078
6444.96,446.130005,78.32,6.6832,0.8573,0.7577,1249.58,70.47,2785.909912
6397.1,442.029999,78.589996,6.7063,0.8585,0.7587,1240.94,70.28,2799.219971
6310.55,439.630005,77.459999,6.7054,0.8611,0.7632,1242.5,71.03,2804.530029
6741.75,511.339996,90.089996,6.7087,0.8566,0.7567,1240.54,68.22,2801.189941
7387.24,515.140015,94.400002,6.7081,0.8586,0.765,1238.88,68.03,2814.189941
7534.99,483.790009,88.919998,6.7233,0.862,0.7687,1223.8,68.78,2816.76001
7494.46,469.019989,86.610001,6.7881,0.864,0.7718,1221.46,69.42,2812.050049
7594.67,468.25,84.769997,6.8155,0.8602,0.7696,1218.49,70.31,2809.699951
7771.5,484.179993,89.550003,6.7965,0.856,0.7686,1228.87,67.9,2808.610107
8424.27,484.440002,90.480003,6.8248,0.8581,0.7651,1219.94,70.77,2829.98999
8416.87,483.859985,87.800003,6.8088,0.8573,0.7615,1223.08,71.13,2848.030029
8290.33,473.690002,85.010002,6.7958,0.8592,0.7631,1228.47,71.59,2845.570068
8262.66,471.23999,84.639999,6.8409,0.8606,0.7645,1220.79,68.66,2843.169922
8235.5,457.459991,82.419998,6.8437,0.8586,0.7638,1218.61,71.19,2821.73999
8181.53,435.630005,79.019997,6.845,0.8558,0.7641,1218.77,69.88,2824.459961
7769.04,424.480011,78.379997,6.8369,0.8579,0.7637,1219.65,68.8,2825.830078
7712.77,419.660004,77.790001,6.8514,0.8636,0.7684,1215.97,68.95,2829.909912
7562.14,418.98999,78.029999,6.8949,0.865,0.7709,1204.9,68.49,2840.379883
7166.55,410.290009,75.040001,6.8541,0.8673,0.7742,1211.97,69.01,2853.290039
7146.56,380.359985,67.470001,6.8658,0.8661,0.7739,1208.08,69.17,2863.429932
6746.85,370.329987,65.059998,6.8414,0.864,0.7782,1210.33,66.92,2862.439941
6625.73,365.880005,63.209999,6.8381,0.8677,0.78,1211.22,66.81,2862.47998
6591.26,332.410004,60.080002,6.8609,0.8781,0.7861,1208.29,67.61,2842.199951
6537.05,284.029999,56.490002,6.8914,0.88,0.7856,1205.87,67.25,2843.399902
6287.94,304.720001,59.349998,6.8972,0.8827,0.7873,1191.98,67.04,2843.110107
6588.49,298.839996,57.630001,6.9348,0.8851,0.7898,1186.73,65.07,2827.949951
6473.5,318.309998,61.830002,6.9227,0.8822,0.7884,1169.47,65.44,2850.48999
6582.5,321.170013,62.419998,6.8967,0.8799,0.7876,1173.43,65.93,2855.629883
6536.92,285.779999,56.779999,6.8693,0.8777,0.7856,1182.96,66.5,2859.76001
6500.87,299,59.200001,6.8523,0.8712,0.7817,1191.29,67.32,2873.22998
6816.79,280.459991,57.880001,6.849,0.8657,0.7772,1192.76,67.85,2867.540039
6546.54,283.200012,58.349998,6.8799,0.8673,0.7811,1189.32,69.13,2868.780029
6719.96,282.920013,58.380001,6.8947,0.867,0.7814,1184.57,69.71,2876.159912
6884.64,297.820007,63.77,6.8266,0.8626,0.7795,1203.26,69.97,2898.25
7109.56,296.980011,63.380001,6.8214,0.8576,0.7776,1207.56,68.54,2903.77002
7113.3,290.880005,61.68,6.8299,0.8582,0.7786,1200.36,69.68,2916.5
7072.69,284.720001,62.720001,6.8446,0.859,0.7703,1201.7,70.25,2912.459961
7057.17,302.329987,67.879997,6.8485,0.8633,0.7725,1200.48,69.84,2906.320068
7388.26,287.540009,68.330002,6.8453,0.8673,0.7808,1196.37,69.82,2900.179932
7388.43,232.779999,57.799999,6.8469,0.8663,0.7823,1190.5,68.69,2894.209961
6755.14,234.149994,58.669998,6.8424,0.8617,0.7755,1196.31,67.81,2892.050049
6555.29,220.020004,57.240002,6.8498,0.8659,0.7749,1198.6,67.73,2883.810059
6374.98,199.119995,54.77,6.8667,0.8677,0.7755,1191.76,67.55,2886.929932
6398.92,185.149994,52.040001,6.8791,0.8648,0.7712,1192.19,69.29,2892.52002
6363.87,214.919998,55.259998,6.8826,0.8643,0.7705,1192.54,70.37,2894.649902
6535.41,223.979996,58.91,6.8541,0.8616,0.7678,1202.69,68.6,2906.76001
6596.1,227.669998,58.759998,6.869,0.8609,0.766,1202.1,68.98,2908.300049
6540.21,214.679993,55.419998,6.8781,0.8607,0.7653,1192.7,68.86,2904.649902
6384.18,215.339996,55.02,6.8807,0.8583,0.7622,1195.93,69.87,2911.169922
6448.46,228.889999,57.360001,6.8676,0.8584,0.7636,1198.5,71.08,2912.360107
6529.26,252.210007,62.73,6.8583,0.8571,0.7614,1201.37,70.77,2934.800049
6794.33,254.75,61.779999,6.8604,0.8524,0.766,1205.91,70.8,2940.909912
6603.64,222.619995,59.799999,6.8842,0.8525,0.7637,1196.47,73.4,2923.949951
6585.91,234.199997,65.610001,6.8803,0.8528,0.7612,1198.29,72.22,2931.149902
6712.1,234.059998,64.809998,6.8933,0.8593,0.7649,1194.01,72.18,2927.219971
6785.03,237.160004,62.259998,6.8905,0.8644,0.7692,1181.16,73.16,2920.530029
