Date,Open,High,Low,Close,Adj Close,Volume
11/06/15,5124.040039,5147.120117,5092.870117,5147.120117,5147.120117,2066430000
11/09/15,5128.939941,5133.439941,5066.100098,5095.299805,5095.299805,1850770000
11/10/15,5068.549805,5086.879883,5051.220215,5083.240234,5083.240234,1906120000
11/11/15,5098.129883,5111.189941,5066.680176,5067.02002,5067.02002,1672340000
11/12/15,5043.100098,5062.490234,5004.459961,5005.080078,5005.080078,1820930000
11/13/15,4980.859863,4989.060059,4925.350098,4927.879883,4927.879883,2001050000
11/16/15,4916.140137,4984.910156,4908.660156,4984.620117,4984.620117,1819190000
11/17/15,4991.709961,5023.450195,4975.740234,4986.02002,4986.02002,1861710000
11/18/15,5004.600098,5078.799805,5001.669922,5075.200195,5075.200195,2017390000
11/19/15,5078.669922,5092.459961,5067.27002,5073.640137,5073.640137,1794110000
11/20/15,5096.959961,5112.459961,5094.319824,5104.919922,5104.919922,1766630000
11/23/15,5106.720215,5128.080078,5084.850098,5102.47998,5102.47998,1668280000
11/24/15,5070.660156,5110.75,5050.140137,5102.810059,5102.810059,1956920000
11/25/15,5106.870117,5124.089844,5101.180176,5116.140137,5116.140137,1539300000
11/27/15,5121.930176,5134.350098,5108.509766,5127.52002,5127.52002,781730000
11/30/15,5139.580078,5141.359863,5098.700195,5108.669922,5108.669922,2244550000
12/01/15,5129.640137,5156.310059,5120.169922,5156.310059,5156.310059,2035570000
12/02/15,5158.819824,5176.77002,5117.149902,5123.220215,5123.220215,2060340000
12/03/15,5143.160156,5144.600098,5011.720215,5037.529785,5037.529785,2088100000
12/04/15,5050.930176,5147,5043.490234,5142.27002,5142.27002,1897490000
12/07/15,5139.459961,5139.779785,5082.22998,5101.810059,5101.810059,1952690000
12/08/15,5050.52002,5111.72998,5045.72998,5098.240234,5098.240234,1871450000
12/09/15,5077.209961,5106.370117,5000.120117,5022.870117,5022.870117,2003450000
12/10/15,5026.299805,5075.649902,5019.310059,5045.169922,5045.169922,1746520000
12/11/15,4979.77002,4996.189941,4928.669922,4933.470215,4933.470215,2084950000
12/14/15,4932.609863,4953.600098,4871.589844,4952.22998,4952.22998,2216060000
12/15/15,4991.209961,5026.540039,4986.990234,4995.359863,4995.359863,2054710000
12/16/15,5033.47998,5078.990234,4992.629883,5071.129883,5071.129883,2036610000
12/17/15,5087.169922,5088.580078,5002.549805,5002.549805,5002.549805,1897220000
12/18/15,4982.580078,4996.490234,4921.330078,4923.080078,4923.080078,3765210000
12/21/15,4957.529785,4968.919922,4928.930176,4968.919922,4968.919922,1673400000
12/22/15,4988.680176,5007.77002,4964.080078,5001.109863,5001.109863,1556670000
