"Bitcoin","Ethereum","Litecoin","Gold","Oil","Chinese Yuan","Europe","Pound","SP","Dow Jones","EPU Index","NASDAQ","New York Stock Exchange","Volatil Index"
2588.83,305.299988,41.220001,1247.85,44.88,6.8014,0.8791,0.774,2442.72998,21487.38086,65.45,6216.600098,11837.59961,22
2559.25,281.809998,39.700001,1242.9,46.02,6.7856,0.8779,0.7724,2432.709961,21426.11914,111.89,6170.629883,11799.45996,9
2622.65,274.549988,52.98,1223.39,45.11,6.8035,0.8841,0.7757,2434.899902,21505.35938,57.04,6163.620117,11829.91992,843
2616.72,266.25,51.18,1223.17,45.52,6.8074,0.8828,0.7742,2424.280029,21433.09961,76.45,6127.97998,11771.17969,141
2916.14,248.350006,52.110001,1219.15,44.25,6.806,0.8788,0.7774,2426.919922,21425.82031,160.41,6164.939941,11757.55957,858
2537.16,216.160004,46.689999,1207.39,44.4,6.8049,0.8788,0.7779,2432,21446.39063,92.94,6191.27002,11776.90039,801
2413.47,227.059998,48.380001,1209.14,45.06,6.8086,0.8787,0.7796,2429.300049,21441.61914,85.23,6200.580078,11759.16992,820
2423.71,226.660004,47.66,1216.08,45.48,6.8022,0.878,0.7807,2445.76001,21580.78906,70.04,6265.640137,11846,17
2425.22,207.070007,45.959999,1219.38,46.06,6.7874,0.8797,0.7768,2449.320068,21568.7207,73.54,6281.450195,11849.38965,775
2363.25,198.710007,42.68,1214.59,46.53,6.786,0.878,0.7733,2463.540039,21681.5293,90.61,6321.759766,11918.16992,790
2230.49,256.890015,44.84,1228.04,46.02,6.7763,0.8745,0.7665,2462.820068,21661.81055,92.6,6330.970215,11910.84961,759
2387.61,244.020004,43.77,1233.97,46.4,6.7702,0.8719,0.769,2460.919922,21589.93945,88.82,6344.549805,11879.96973,815
2397.17,235.860001,45.23,1237.88,47.1,6.7591,0.8688,0.7687,2473.830078,21640.75,51.42,6387.72998,11941.37988,798
2900.7,236.619995,47.310001,1236.6,46.73,6.7744,0.8714,0.7732,2477.620117,21661.91016,100.4,6398.259766,11963.54981,805
2838.41,236.550003,47.110001,1242.85,45.78,6.7705,0.8608,0.7722,2472.540039,21592.60938,73.36,6388.779785,11944.5,742
2777.26,225.979996,45.049999,1251.7,46.21,6.7687,0.8604,0.7702,2473.100098,21577.7793,305.98,6417.700195,11919.61035,750
2768.08,209.289993,43.09,1251.87,47.77,6.7568,0.8599,0.7687,2481.23999,21670.61914,162.68,6425.450195,11985.79981,731
2610.76,205.679993,42.41,1244.49,48.58,6.7595,0.8611,0.7692,2481.689941,21742.69922,80.27,6432.379883,11985.19043,737
2693.32,203.929993,42.189999,1260.01,49.05,6.755,0.8584,0.766,2484.040039,21798.4707,40.48,6460.839844,11977.88965,774
2897.45,209.570007,41.400002,1256.67,49.72,6.7498,0.8569,0.7659,2473.530029,21841.17969,45.32,6379.700195,11959.86035,767
2889.62,232.550003,43.93,1265.88,50.21,6.7387,0.8531,0.7635,2477.959961,21929.80078,80.96,6396.589844,11989.53027,791
2921.35,228.979996,43.189999,1266.41,49.19,6.7252,0.8486,0.7583,2478.51001,21990.96094,70.77,6375.75,12012.65039,740
2762.53,228.080002,43.18,1264.04,49.6,6.7297,0.848,0.7582,2480.379883,22036.09961,57.38,6394.209961,11981.41016,766
2813.31,227.449997,43.77,1260.03,49.03,6.7331,0.8454,0.7627,2476.030029,22044.84961,61,6368.529785,11975.41992,779
2899.33,258.470001,47.23,1266.13,49.57,6.7306,0.8529,0.7679,2480,22092.81055,63.9,6361.490234,11994.9502,799
3397.68,299.549988,49.93,1255.23,49.37,6.729,0.85,0.7685,2480.949951,22121.15039,96.65,6386.029785,11987.79004,785
3484.85,314.75,50.200001,1257.06,49.07,6.7222,0.8537,0.7722,2490.870117,22179.10938,56.87,6423.350098,12019.84961,807
3422.76,310.179993,48.68,1262.7,49.59,6.7075,0.8556,0.7712,2474.409912,22057.18945,62.08,6355.040039,11930.12988,810
3453.45,310.359985,47.619999,1274.55,48.54,6.6734,0.8545,0.7721,2465.379883,21988.19922,66.59,6318.279785,11889.28027,266
3679.72,319.140015,47.77,1283.77,48.81,6.6801,0.8511,0.7728,2448.090088,21911.08984,41.93,6266.890137,11791.37988,199
4325.13,299.709991,45.799999,1283.7,47.59,6.6727,0.8497,0.7718,2468.219971,22019.23047,88.94,6346.830078,11879.03027,836
4455.97,303.290009,44.939999,1273.65,47.57,6.6864,0.8558,0.7785,2468.899902,22038.91992,86.83,6350.740234,11862.48047,829
4381.23,310.429993,44.740002,1269.61,46.8,6.6981,0.8562,0.7788,2474.929932,22085.71094,47.71,6374.560059,11891.04004,824
4484.7,306.519989,47.919998,1284.26,47.07,6.6925,0.8575,0.7783,2465.02002,21984.74023,56.82,6334.22998,11856.49023,194
4370.13,298.790009,46.889999,1287.04,48.59,6.6828,0.8541,0.7796,2440.27002,21793.34961,60.34,6254.220215,11753.83008,202
4109.14,329.390015,48.099998,1283.71,47.39,6.6762,0.8525,0.7784,2430.580078,21718.74023,60.63,6226.930176,11726.90039,117
4128.76,325.100006,55.43,1285.34,47.65,6.6654,0.8515,0.7806,2454.77002,21912.83008,74.28,6302.839844,11813.91016,2
4255.78,328.649994,53.580002,1282.48,48.45,6.6693,0.8518,0.7826,2448.909912,21866.66016,69.07,6291.299805,11805.49023,57
4376.39,337.23999,52.299999,1285.88,47.24,6.6661,0.8487,0.7829,2450.389893,21870.10938,42.9,6302.850098,11816.59961,84
4455.7,334.700012,52.130001,1283.82,47.65,6.6707,0.8494,0.7817,2453.959961,21906.85938,72.15,6308.720215,11845.5,14
4403.93,375.179993,64.199997,1291.86,46.4,6.6467,0.8392,0.7769,2449.120117,21861.49023,80.49,6292.259766,11836.45996,3
4625.68,390.640015,66.57,1315.81,46.46,6.625,0.837,0.7744,2449.189941,21879.2207,81.46,6311.259766,11801.41016,856
4626.52,389.640015,74.589996,1308.3,45.96,6.5998,0.8418,0.7765,2460.310059,21914.25977,42.02,6374.470215,11818.67969,844
4736.05,395.299988,92.769997,1302.33,47.26,6.6025,0.8458,0.7781,2475.01001,21985.75977,43.34,6435.27002,11890.30957,818
4892.01,392.040009,93.669998,1316.86,47.32,6.5927,0.8439,0.7749,2480.379883,22038.9707,57.53,6449.649902,11934.96973,802
4427.84,341.769989,82.169998,1332.15,48.63,6.5579,0.8427,0.7747,2471.969971,21921.08984,142.33,6426.509766,11898.12012,52
4617.25,338.920013,82.839996,1336.58,49.13,6.5485,0.8403,0.7681,2469.639893,21849.24023,198.18,6407.399902,11889.26953,849
4655.04,335.390015,82.199997,1332.55,49.1,6.5321,0.8395,0.7674,2468.620117,21850.00977,88.44,6413.069824,11899.61035,851
4661,309.070007,73.949997,1348.9,47.44,6.4874,0.8323,0.7638,2467.110107,21846.63086,68.98,6391.410156,11902.44043,46
4261.67,316.380005,71.970001,1334.76,48.06,6.5303,0.8371,0.7599,2488.949951,22067.09961,94.13,6439.109863,12015.79004,794
4344.65,294.390015,66.339996,1323.46,48.21,6.5498,0.8385,0.7599,2496.77002,22134.57031,59.02,6455.029785,12061.04981,769
4131.98,280.649994,62.66,1328.68,49.3,6.5431,0.8423,0.7585,2498.370117,22158.17969,71.31,6460.419922,12063.25,764
3920.6,267.700012,55.650002,1318.82,49.86,6.5601,0.8448,0.7598,2498.429932,22216.43945,120.33,6455.319824,12065.79981,769
3733.45,272.429993,57.34,1327.28,49.9,6.5552,0.8404,0.7473,2500.22998,22275.01953,72.36,6464.27002,12080.67969,744
4079.23,299.910004,56.700001,1314.27,49.88,6.5758,0.8394,0.7427,2508.320068,22355.61914,68.55,6477.77002,12123.74023,745
4094.07,293.73999,54.369999,1305.14,49.54,6.6006,0.8369,0.7426,2507.840088,22386.00977,58.25,6467.790039,12137.59961,757
4031.39,287.130005,52.48,1309.35,50.29,6.5849,0.8431,0.7434,2508.850098,22413.25977,52.37,6466.049805,12158.98047,748
3916.42,270.73999,49.029999,1295.55,50.58,6.6041,0.8428,0.7424,2507.159912,22419.50977,55.35,6448.569824,12152.76953,753
3758.27,286.720001,50.009998,1293.04,50.33,6.5996,0.8378,0.7435,2503.469971,22364.31055,63.09,6429.540039,12156.09961,752
3950.25,295.890015,54.369999,1289.88,51.85,6.6226,0.8452,0.7447,2502.540039,22359.88086,105.42,6408.049805,12165.24023,765
3969.89,312.640015,57.389999,1307.12,51.59,6.6418,0.8506,0.7459,2503.51001,22369.34961,58.14,6405,12156.5,780
4210.05,310.23999,57.16,1290.72,52.14,6.6447,0.8535,0.7484,2511.75,22371.09961,63.54,6472.649902,12173.33984,776
4279.31,303.540009,54.93,1279.07,51.62,6.678,0.8534,0.7495,2510.810059,22394.74023,103.05,6456.22998,12183.66992,762
4214.63,305.910004,55.91,1283.33,51.67,6.6821,0.8496,0.749,2519.439941,22405.63086,107.61,6497.97998,12209.4502,750
4470.23,299.920013,53.540001,1272.52,50.59,6.6534,0.8525,0.7544,2529.22998,22559.38086,75.31,6527.220215,12265.38965,734
4432.47,295.570007,52.98,1267.45,50.44,6.6534,0.855,0.7563,2535.129883,22646.32031,52.47,6532.180176,12303.71973,740
4352.31,297.470001,51.869999,1272.44,50,6.6534,0.8522,0.7556,2540.530029,22685.93945,48.06,6546.459961,12320.03027,743
4362.64,309,52.75,1272.28,50.79,6.6534,0.8548,0.763,2552.51001,22777.03906,40.99,6587.209961,12351.13965,739
4413.27,314.119995,52.900002,1265.77,49.34,6.6534,0.8569,0.7678,2549.409912,22773.66992,85.68,6590.180176,12317.98047,748
4878.71,305.950012,51.630001,1278.06,49.58,6.6571,0.8535,0.7659,2551.820068,22803.36914,42.94,6599.339844,12334.30957,759
4922.17,305.119995,51.049999,1283.49,50.93,6.6238,0.8518,0.7617,2555.22998,22850.50977,74.46,6608.299805,12356,749
4873.73,308.769989,59.720001,1286.32,51.3,6.6002,0.8478,0.7591,2555.23999,22872.89063,60.44,6604.209961,12362.19043,736
5446.91,347.700012,60.759998,1291.8,50.61,6.5996,0.8456,0.7621,2555.330078,22884.82031,37.61,6613.5,12353.13965,758
5840.3,347.140015,66.480003,1292.6,51.43,6.5886,0.8471,0.7549,2557.649902,22905.33008,63.88,6616.580078,12377.88965,738
5776.23,334.420013,64.970001,1300.22,51.86,6.5944,0.8489,0.7562,2559.469971,22960.11914,98.42,6632.5,12377.25,732
5800.35,316.339996,61.889999,1289.96,51.87,6.6248,0.8521,0.7602,2559.709961,23002.19922,49.38,6628.600098,12357.63965,733
5603.82,316.380005,61.389999,1282.71,52.05,6.6291,0.8526,0.7611,2564.110107,23172.92969,100.11,6635.52002,12382.58984,735
5744.35,312.109985,62.169998,1277.86,51.29,6.6391,0.8498,0.7615,2562.360107,23167.24023,82.48,6605.290039,12381.51953,747
6060.11,303.089996,60.360001,1282.3,51.63,6.6271,0.8501,0.7641,2575.439941,23328.83984,62.32,6640.029785,12430.65039,736
6075.59,311.230011,58.98,1273.27,51.91,6.6411,0.8529,0.76,2578.290039,23368.36914,136.2,6641.569824,12443.79981,793
5935.52,300.359985,56.400002,1278.79,52.32,6.6403,0.8518,0.7626,2572.179932,23485.25,37.25,6611.899902,12419.50977,755
5754.33,299.369995,56.950001,1271.74,51.97,6.6491,0.8508,0.7628,2567.399902,23451.50977,60.11,6600.640137,12406.2002,839
5976.8,298.899994,55.990002,1277.19,52.41,6.6435,0.859,0.7607,2567.070068,23459.83984,114.37,6582.759766,12380.28027,821
5988.39,297.049988,55.790001,1264.52,53.92,6.6632,0.864,0.7651,2582.97998,23449.40039,87.39,6708.129883,12366.7002,768
6214.99,311.940002,58.66,1268.19,54.11,6.6526,0.8626,0.7631,2580.030029,23428.75,64.62,6727.390137,12354.55957,792
6470.43,310.859985,56.740002,1273.42,54.36,6.6461,0.8602,0.7581,2578.290039,23406.34961,50.39,6737.75,12358.75977,788
6767.31,304.769989,55.619999,1268.71,54.32,6.6385,0.8617,0.7553,2588.399902,23517.71094,66.7,6759.660156,12414.59961,796
7367.33,293.029999,54.900002,1275.49,54.55,6.6132,0.8611,0.7668,2581.110107,23531.38086,85.31,6719.970215,12377.08984,795
7461.29,307.140015,56.130001,1273.91,55.63,6.6399,0.8622,0.767,2588.419922,23557.06055,103.89,6765.140137,12376.23047,761
7445.77,306.799988,55.790001,1267.03,57.34,6.6434,0.8636,0.7658,2593.379883,23574.85938,92.35,6790.669922,12410.66016,760
7253.32,303.76001,63.490002,1276.64,57.19,6.6421,0.8655,0.7629,2597.02002,23602.11914,100.93,6795.52002,12415.95996,789
7776.42,319.200012,64.07,1275.17,56.82,6.6467,0.8637,0.7641,2595.469971,23575,67.48,6791.649902,12390.53027,772
7446.83,329.209991,66.900002,1279.76,57.16,6.6441,0.8631,0.7643,2586.5,23516.74023,65.11,6758.930176,12350.7002,818
7312,324.220001,65.75,1282.39,56.75,6.6466,0.8606,0.7627,2583.810059,23452.19922,56.77,6757.339844,12332.24023,848
6811.19,318.579987,61.84,1273.7,56.77,6.6531,0.8595,0.7656,2587.659912,23461.67969,134.97,6766.299805,12328.16016,857
6764.98,337.149994,63.41,1273.67,55.67,6.6451,0.8576,0.7649,2579.659912,23414.08008,107.88,6743.629883,12316.83008,850
7342.25,345.179993,76.099998,1279.33,55.28,6.6388,0.8486,0.7618,2572.840088,23344.99023,58.1,6725.319824,12250.91992,92
7967.38,334.850006,72.5,1275.12,55.14,6.6406,0.8507,0.7614,2590.090088,23492.18945,83.79,6806.669922,12321.90039,830
8004.59,334.549988,71.290001,1279.14,56.21,6.6373,0.85,0.7593,2583.959961,23433.76953,98.62,6797.75,12314.69043,844
8336.86,372.820007,73.160004,1289.09,56.21,6.6422,0.853,0.7583,2584.639893,23456.88086,79.5,6795.830078,12331.08984,800
8348.66,372.869995,72.849998,1277.14,56.84,6.6451,0.8538,0.7571,2601.189941,23617.80078,199.49,6862.660156,12397.32031,763
8302.26,381.609985,72.040001,1279,57.88,6.6343,0.8525,0.7569,2600.939941,23605.76953,52.93,6874.52002,12416.75,762
8374.16,478.380005,77.610001,1288.68,58.94,6.6085,0.8448,0.7531,2604.209961,23599.17969,34.88,6890.02002,12431.69043,781
9818.35,489.429993,93.110001,1286.84,58.1,6.6071,0.8407,0.7514,2606.409912,23638.91992,31.11,6897.430176,12427.30957,790
10125.7,478.459991,94.529999,1291.15,57.96,6.612,0.8456,0.7564,2627.689941,23849.60938,206.63,6914.189941,12523.63965,807
11517.4,515.440002,103.029999,1292.25,57.25,6.6118,0.8462,0.7498,2634.889893,23959.75977,103.98,6908.330078,12579.79981,847
10801,460.809998,92.230003,1280.95,57.4,6.6212,0.8468,0.7459,2657.73999,24327.82031,101.48,6888.649902,12673.7002,17
11046.7,467.220001,100.220001,1273.01,58.35,6.6193,0.8438,0.7439,2650.620117,24322.06055,86.95,6872.169922,12649.28027,54
11657.2,472.160004,103.949997,1271.9,57.48,6.6212,0.8455,0.7452,2665.189941,24534.03906,101.07,6899.22998,12724.5,24
12032,467.839996,103.910004,1273.16,57.66,6.62,0.8475,0.7479,2648.719971,24349.74023,95.44,6836.450195,12640.37988,855
14369.1,456.869995,103,1263.82,55.79,6.6208,0.8489,0.7487,2634.409912,24229.34961,57.79,6787.419922,12565.59961,842
17899.7,434.850006,99.809998,1259.17,56.5,6.6212,0.8496,0.7508,2640.98999,24262.88086,40.69,6829.290039,12581.42969,834
18353.4,461.100006,136.399994,1245.7,57.15,6.6219,0.8525,0.7489,2651.649902,24330.11914,63.52,6870.47998,12643.12012,784
17513.9,519.349976,225.550003,1246.07,57.84,6.6188,0.8502,0.7502,2660.330078,24389.7207,81.46,6879.799805,12669.29004,741
17781.8,678.25,401.76001,1241.42,57.12,6.6235,0.8536,0.7517,2669.719971,24552.9707,66.43,6884.799805,12717.08008,771
17653.1,755.070007,347.799988,1240.65,56.59,6.623,0.8526,0.7513,2671.879883,24666.01953,52.01,6897.620117,12739.79981,786
17085.8,751.679993,314.779999,1253.77,57,6.6117,0.8496,0.7469,2668.090088,24672.48047,32.59,6901.129883,12713.82031,792
18154.1,696.890015,317.690002,1252.04,57.29,6.6117,0.8511,0.7519,2679.629883,24688.61914,104.84,6945.819824,12723.58984,751
19371,799.369995,364.339996,1252.67,57.17,6.619,0.8519,0.7514,2694.969971,24876.07031,94.77,7003.890137,12812.11035,754
19177.8,868.890015,376.100006,1259.66,57.49,6.6185,0.8492,0.7501,2694.439941,24850.10938,82.4,6995.879883,12807.12988,782
17934.7,830.200012,346.730011,1260.77,58.09,6.6066,0.8455,0.748,2691.01001,24852.43945,57.2,6991.25,12791.66016,775
17567.7,840.549988,327.26001,1263.85,58.34,6.5885,0.8439,0.7501,2692.639893,24850.91016,92.94,6992.629883,12826.03027,771
15943.4,794.159973,309.109985,1263.87,58.25,6.586,0.8463,0.7491,2685.350098,24784.15039,72.69,6962.259766,12807.5,778
16461.2,756.030029,283.859985,1275.14,59.55,6.5584,0.8441,0.7492,2682.73999,24778.13086,106.31,6942.140137,12819.57031,746
16930.9,766.530029,285.320007,1280.16,59.67,6.5598,0.8437,0.7481,2685.639893,24789.51953,58.44,6955.379883,12834.54981,799
15888.4,741.460022,265.649994,1287.24,59.84,6.5598,0.8413,0.7466,2687.659912,24839.23047,63.24,6954.799805,12853.91992,777
15279,755.200012,258.359985,1292.56,60.46,6.5304,0.8378,0.7449,2692.120117,24871.66016,146.43,6954.97998,12886.11035,829
15444.6,882.609985,260.529999,1304.8,60.37,6.5054,0.8334,0.7408,2695.889893,24864.18945,111.2,7006.910156,12902.71973,764
15572.8,951.700012,256.809998,1313.06,61.61,6.5126,0.8332,0.741,2714.370117,24941.91992,52.45,7069.149902,12963.38965,756
15739.7,997.440002,244.880005,1307.03,61.98,6.5111,0.833,0.7406,2729.290039,25105.96094,243.48,7098.049805,13045.16016,770
17705.2,1018.369995,251.559998,1318.21,61.49,6.4911,0.832,0.7395,2743.449951,25299.78906,108.68,7137.040039,13104.51953,786
16537.9,1228.25,273.470001,1316.67,61.73,6.5015,0.8366,0.7396,2748.51001,25311.99023,77.28,7161.350098,13117.24023,787
15497.5,1300.300049,258.589996,1315.71,62.92,6.5329,0.8393,0.7403,2759.139893,25439.7793,157.58,7181.140137,13156.87988,814
14973.3,1385.219971,249.309998,1308.75,63.6,6.5373,0.8387,0.7419,2750.800049,25404.91992,89.18,7154.240234,13131.11035,794
15018.8,1333.920044,252.889999,1315.47,63.81,6.5179,0.8383,0.7431,2767.560059,25575.41992,111.72,7211.779785,13210.76953,797
14229.9,1287.060059,241.830002,1323.88,64.22,6.4905,0.8314,0.7389,2787.850098,25810.42969,107.69,7265.259766,13299.19043,820
13843.1,1282.27002,232.399994,1337.62,63.82,6.4477,0.82,0.7277,2807.540039,26086.11914,61.57,7330.330078,13371.96973,48
11678,1115.660034,204.559998,1335.06,63.92,6.4404,0.8213,0.727,2807.040039,26130.44922,61.83,7309.359863,13376.79981,51
12107.3,1093.900024,208.369995,1324.68,63.96,6.4437,0.8221,0.7244,2805.830078,26153.41992,115.86,7313.890137,13353.13965,66
11992.8,1083.619995,201.25,1328.4,63.38,6.4112,0.8185,0.7227,2810.330078,26071.7207,88.34,7336.379883,13384.45996,21
11966.4,1084.280029,194.339996,1329.41,63.66,6.4157,0.8188,0.7217,2833.030029,26215.23047,110.72,7408.029785,13470.40039,3
11377.6,1020.659973,186.110001,1333.11,64.45,6.4139,0.8183,0.7186,2842.23999,26246.18945,74.52,7465.390137,13482.41992,23
11501.4,1062.599976,184.699997,1339.25,65.69,6.4013,0.8135,0.7145,2852.969971,26392.80078,93.27,7486.319824,13556.37988,92
11785.7,1102.420044,184.690002,1358.07,65.62,6.36,0.8088,0.7101,2848.560059,26458.25,77.97,7458.529785,13555.50977,100
11656.7,1075.589966,182.149994,1348.99,66.27,6.3343,0.8084,0.7088,2872.870117,26616.71094,110,7505.77002,13637.01953,98
11875.6,1240.319946,193.419998,1345.9,65.71,6.3398,0.8106,0.713,2870.620117,26608.90039,85.23,7500.609863,13605.91016,264
11307.2,1173.180054,180.610001,1335.09,64.64,6.3477,0.8107,0.7154,2837.75,26256.99023,68.45,7433.649902,13458.54004,312
10381.6,1122.97998,166.860001,1338.02,64.82,6.3353,0.8073,0.7081,2839.26001,26338.0293,71.84,7453.990234,13443.25,261
10288.8,1155.579956,165.710007,1340.5,65.92,6.3097,0.8075,0.7063,2835.959961,26306.69922,49.78,7441.089844,13414.78027,240
9142.28,1027.660034,142,1345.39,65.5,6.3041,0.8058,0.7092,2808.919922,26061.78906,61.2,7364.430176,13294.34961,440
8364.84,857.820007,153.899994,1329.29,64.18,6.3097,0.8088,0.7166,2763.389893,25520.5293,145.79,7277.359863,13050.16016,727
7850.7,801.72998,147.259995,1339.06,63.48,6.301,0.8121,0.7228,2701.040039,24946.23047,92.59,7126.549805,12779.15039,676
8509.11,858.280029,159.110001,1325.86,61.91,6.2703,0.8165,0.7222,2727.669922,25293.96094,58.29,7170.339844,12866.58008,591
8558.77,844.859985,151.139999,1310.99,61.3,6.3449,0.8189,0.7224,2685.27002,24903.67969,89.29,7073.990234,12701.87988,724
8736.98,880.219971,164.240005,1315.78,59.2,6.3318,0.8195,0.7267,2638.669922,24382.14063,82.68,6917.009766,12484.61035,693
8985.92,874.849976,163.300003,1319.13,59.41,6.3328,0.8174,0.7248,2672.610107,24765.16016,80.89,7023.620117,12627.41016,594
8958.47,867.599976,162.190002,1322.15,59.33,6.3505,0.8141,0.723,2668.840088,24705.7207,104.55,7025.680176,12599.71973,572
9518.54,922.369995,217.419998,1330.6,60.7,6.3574,0.8146,0.7246,2702.100098,24925.94922,107.01,7152.049805,12761.42969,475
10234.8,947.530029,237.149994,1351,61.48,6.3482,0.8034,0.7148,2731.51001,25203.94922,88.63,7256.930176,12857.71973,463
10324.1,945.359985,234.830002,1353.71,61.89,6.3482,0.8069,0.7146,2754.419922,25432.41992,80.52,7303.259766,12961.12012,469
11958.5,958.859985,252.199997,1338.96,61.91,6.3482,0.8118,0.7179,2737.600098,25179.00977,80.15,7295.950195,12855.71973,504
11418.5,906.559998,231.699997,1325.23,61.73,6.3482,0.8144,0.7191,2747.75,25267.99023,95.81,7338.640137,12896.92969,505
11039.1,871.320007,221.440002,1321.35,62.72,6.3655,0.8157,0.7218,2731.26001,25156.7207,50.25,7280.930176,12828,485
10487.3,882.419983,215.839996,1326.36,63.52,6.3524,0.8144,0.7192,2747.76001,25313.91016,55.72,7337.830078,12885.12988,341
10475,880.119995,231.600006,1332.42,63.81,6.3281,0.8145,0.718,2780.639893,25732.80078,68.6,7421.850098,13005.50977,289
10878.5,894.919983,223.210007,1331.24,62.94,6.3172,0.8184,0.7217,2789.149902,25800.34961,52.64,7438.089844,13018.15039,442
11089.8,887.51001,223.610001,1315.13,61.43,6.3369,0.8206,0.7269,2761.52002,25576.15039,46.68,7386.799805,12873.84961,500
11052.3,880.210022,214.679993,1312.41,60.98,6.3602,0.8226,0.7293,2730.889893,25185.34961,69.3,7307.850098,12716.4502,575
11189,876.559998,213.419998,1314.59,61.19,6.3627,0.8163,0.727,2696.25,24592.46094,39.63,7267.189941,12576.55957,534
11704.1,868.799988,215.970001,1323.56,62.49,6.3496,0.8151,0.7264,2728.090088,24961,148.37,7350.069824,12710.57031,448
11500.1,851.039978,210.809998,1319.45,62.54,6.3479,0.8111,0.7238,2732.080078,24995.24023,133.87,7378.029785,12735.44043,437
10929.5,825.320007,199.470001,1332.37,61.09,6.3332,0.8075,0.7223,2730.600098,24849.67969,87.33,7403.790039,12724.83984,433
10147.4,772.51001,188.179993,1324.14,60.13,6.3423,0.8132,0.7257,2740.449951,24950.49023,57,7435.009766,12754.32031,408
9466.35,730.460022,189.979996,1316.11,62.02,6.3556,0.8148,0.7253,2786.570068,25336.33008,132.57,7560.810059,12918.82031,270
9937.5,739.869995,193.039993,1320.18,61.35,6.3352,0.8137,0.7225,2796.97998,25449.15039,107.4,7609.100098,12963.41992,281
9470.38,714.190002,181.940002,1318.88,60.69,6.3362,0.8121,0.7208,2801.899902,25376.40039,54.85,7637.27002,12963.08984,335
9355.85,703.380005,178.039993,1324.09,60.89,6.3261,0.8099,0.7181,2777.110107,25130.11914,79.61,7544.890137,12892.90039,373
8428.35,620.429993,167.809998,1323.14,61.16,6.3244,0.8129,0.7183,2763.030029,25053.86914,43.98,7525.439941,12813.59961,326
8585.15,626.130005,172.020004,1314.24,62.29,6.3377,0.8157,0.7201,2761.850098,25031,110.96,7514.209961,12821.86035,283
8675.87,559.070007,163.910004,1308.76,62.01,6.3397,0.8158,0.7188,2741.379883,24893.68945,74.64,7421.22998,12755.54981,452
9051.02,567,173.800003,1313.48,63.37,6.3343,0.8172,0.7151,2724.219971,24803.60938,79.32,7380.740234,12692.53027,424
9177.37,590.200012,175.410004,1310.8,65.1,6.3373,0.817,0.7145,2739.139893,24977.65039,55.83,7415.660156,12776.33008,434
9100.71,578.01001,172.529999,1328.67,64.25,6.3361,0.8141,0.7105,2695.679932,24526.00977,57.36,7303.189941,12597.09961,624
8879.62,543.840027,169.039993,1335.27,65.8,6.3382,0.8131,0.71,2657.669922,24108.4707,66.64,7194.310059,12449.03027,675
8530.08,491.920013,149.330002,1344.5,65.49,6.3208,0.8102,0.7077,2661.360107,24232.30078,89.77,7225.830078,12444.40039,569
8232.78,465.200012,139.789993,1350.48,65.21,6.2866,0.8084,0.711,2674.780029,24446.2207,22.48,7255.540039,12517.25977,642
8122.89,448.5,132.520004,1341.47,64.3,6.301,0.8132,0.7107,2632.649902,24092.4707,26.48,7036.089844,12399.23047,663
7994.33,411.170013,126.57,1323.5,64.87,6.3063,0.8142,0.7138,2659.070068,24314.30078,16.75,7120.459961,12512,623
7135.47,426.839996,137.399994,1327.64,63.05,6.2843,0.8143,0.7135,2638.300049,24123.80078,167.71,7044.709961,12441.84961,682
7530.94,417.109985,134.929993,1336.84,63.41,6.2915,0.8161,0.7133,2619.139893,24044.34961,88.73,6963.709961,12380.25,640
7469.88,387.559998,122.690002,1333.39,63.35,6.3098,0.8159,0.7136,2649.860107,24308.96094,52.9,7059.290039,12482.70996,618
6933.82,385.779999,120.470001,1327.01,63.53,6.3052,0.8185,0.7161,2672.080078,24622.25977,109.08,7112.379883,12605.08008,561
6857.49,397.100006,119.849998,1325.96,62.03,6.3052,0.8187,0.7152,2656.879883,24434.40039,70.62,7066.640137,12552.46973,644
7178.11,418.269989,115.459999,1329.02,63.4,6.3203,0.8156,0.7103,2653.550049,24373.17969,275.14,7074.950195,12532.84961,641
6872.41,433.440002,119.93,1332.26,65.48,6.3102,0.8128,0.7084,2665.449951,24511.34961,56.17,7117.97998,12601.25,598
6968.32,498.079987,130.910004,1339.45,66.81,6.2911,0.8099,0.7062,2661.429932,24366.57031,79.88,7128.540039,12580.98047,586
7899.23,528.950012,133.669998,1347.95,67.07,6.2942,0.8132,0.707,2674.719971,24592.11914,190.11,7166,12623.70996,538
8183.96,514.659973,129.759995,1336.42,67.35,6.2953,0.8126,0.7032,2680.26001,24646.44922,141.34,7183.620117,12640.87988,491
8371.15,522.070007,140.410004,1342.68,66.23,6.2874,0.8115,0.7029,2686.48999,24675.35938,65.26,7178.509766,12660.11035,412
8285.96,526.609985,141.679993,1343.57,66.5,6.287,0.8106,0.7002,2713.340088,24858.9707,65.55,7298.589844,12733.67969,302
8197.8,570.179993,147.720001,1342.13,68.44,6.2919,0.8103,0.7056,2717.48999,24832.53906,71.44,7319.580078,12774.37012,319
8298.69,622.140015,156.559998,1348.43,68.3,6.2831,0.8112,0.7107,2702.840088,24762.48047,46.61,7277.450195,12716.9502,360
8880.23,625.150024,157.080002,1340.24,68.26,6.2984,0.8164,0.7145,2693.939941,24678.07031,47.54,7222.990234,12680.87012,435
8958.55,711.640015,165.979996,1330.57,67.61,6.3174,0.8198,0.7181,2682.860107,24536.89063,66.91,7195.720215,12640.16016,413
