"Bitcoin","Ethereum","Litecoin","Gold","Oil","Chinese Yuan","Europe","Pound","SP","Dow Jones","EPU Index","NASDAQ","New York Stock Exchange","Volatil Index"
9732.61,703.900024,164.880005,1323.25,67.66,6.3227,0.8209,0.7185,2683.550049,24579.93945,35.09,7171.669922,12675.92969,513
9745.32,665.969971,154.580002,1325.11,68,6.3299,0.8224,0.7183,2645.300049,24146.33984,108.69,7030.740234,12539.58984,517
9281.51,686.049988,153.679993,1320.8,68.18,6.3369,0.8268,0.7197,2676.47998,24402.46094,68.42,7143.939941,12621.16016,445
9375.47,693.469971,153.190002,1314.72,68.11,6.3472,0.8296,0.7274,2677.350098,24359.38086,25.82,7197.149902,12614.88965,391
9477.14,674.619995,148.720001,1318.39,68.56,6.3332,0.8289,0.7294,2682.870117,24498.23047,86.67,7169.799805,12641.92969,419
9255.88,690.859985,153.300003,1309.87,67.28,6.3332,0.8346,0.7359,2655.27002,24117.28906,101.87,7133.27002,12493.07031,378
9256.52,787.570007,164.020004,1305.92,67.91,6.3659,0.8378,0.7379,2660.870117,24185.51953,95.92,7169.459961,12521.65039,436
9798.33,804.630005,171.389999,1306,68.45,6.3712,0.8371,0.7387,2637.139893,23996.15039,57.16,7112.589844,12419.7002,425
9779.2,827.440002,182.990005,1309.37,69.71,6.3669,0.8397,0.7416,2670.929932,24333.34961,38.51,7228.259766,12527.92969,360
9665.85,775.380005,168.160004,1313.13,70.74,6.3693,0.8407,0.74,2683.350098,24479.44922,96.74,7291.740234,12567.7002,340
9462.75,759.909973,160.139999,1310.85,68.83,6.3708,0.8448,0.7418,2676.340088,24412.33984,100.02,7278.810059,12522.34961,325
9374.76,767.219971,160.720001,1307.9,71.16,6.3861,0.8458,0.7408,2701.27002,24586.48047,62.2,7344.799805,12652.11035,268
9396.04,735.969971,148.520004,1310.78,71.36,6.3742,0.8445,0.743,2726.110107,24794.99023,74.02,7414.149902,12748.57031,219
9052.96,690.880005,144.75,1317.99,70.69,6.3491,0.841,0.7408,2732.860107,24868.65039,78.27,7417.669922,12788.75,174
8881.12,738.530029,149.649994,1318,71.01,6.3438,0.8386,0.7388,2742.100098,24994.18945,127.21,7458.419922,12821.54004,158
8836.19,710.26001,140.979996,1310.11,71.34,6.3804,0.846,0.7436,2718.590088,24809.55078,42.73,7363.52002,12727.29004,257
8508.43,718.309998,141.5,1291.01,71.43,6.3804,0.8501,0.7434,2727.76001,24801.18945,50.06,7413.319824,12764.54981,203
8445.54,694.349976,137.580002,1288.65,71.47,6.3723,0.8492,0.7422,2731.959961,24839.49023,74.49,7425.390137,12787.12012,205
8274.12,716.859985,137.899994,1286.91,71.23,6.3817,0.8512,0.7433,2719.5,24774.9707,129.32,7381.160156,12740.26953,227
8557.52,698.460022,135.839996,1284.75,72.26,6.3947,0.8536,0.747,2739.189941,25086.49023,87.84,7431.830078,12814.7002,143
8423.25,649.590027,129.369995,1288.76,72.09,6.3793,0.8506,0.7456,2742.23999,25064.99023,92.17,7432.529785,12853.33008,166
8054.66,609,124.959999,1289.83,71.85,6.3913,0.8566,0.7516,2733.330078,24889.46094,171.23,7426.779785,12743.41992,119
7738.6,615.919983,124.32,1292.57,70.77,6.3972,0.8555,0.7497,2731.969971,24877.35938,48.9,7435.379883,12723.08984,30
7659.14,607.809998,122.440002,1300.64,67.92,6.3929,0.8589,0.7523,2727.360107,24824.2207,102.1,7452.850098,12652.29004,188
7526.42,585.22998,122.849998,1296.01,66.8,6.423,0.8689,0.7574,2710.669922,24635.17969,50.44,7435.129883,12543.69043,373
7573.77,585.919983,120.900002,1296.99,68.24,6.4345,0.8683,0.7552,2729.340088,24714.48047,135.21,7473.810059,12647.91992,249
7608.9,589.26001,120.529999,1300.61,66.98,6.4175,0.8591,0.7532,2722.5,24620.78906,77.32,7492.419922,12606.24023,274
7604.73,599.530029,124.419998,1296.44,65.81,6.4217,0.8607,0.7544,2736.929932,24673.59961,109.62,7557.379883,12635.11035,171
7753.82,612.98999,122.410004,1290.03,64.76,6.4279,0.8581,0.7522,2749.159912,24859.36914,80.79,7607.169922,12705.04981,121
7643.23,611.669983,122.669998,1289.43,65.51,6.4145,0.8582,0.7519,2752.610107,24838.7793,36.31,7644.47998,12677.9502,124
7680.43,616,123.559998,1294.86,64.75,6.4072,0.8539,0.7472,2772.389893,25146.46094,37.98,7691.649902,12778.51953,93
7741.27,607.77002,122.059998,1294.63,65.96,6.3987,0.8496,0.748,2779.899902,25326.08984,55.99,7697.410156,12826.88965,113
7698.19,609.109985,120.959999,1294.18,65.77,6.4149,0.8528,0.7489,2779.389893,25325.63086,112.51,7653.580078,12833.57031,91
6910.18,539.340027,107.919998,1295.85,66.1,6.4101,0.8509,0.7494,2790.209961,25402.83008,138.36,7677.290039,12888.98047,64
6907.96,501.670013,100.379997,1295.39,66.38,6.4123,0.8524,0.7495,2789.800049,25364.36914,235.59,7708.25,12877.23047,69
6631.66,526.640015,102.919998,1292.45,66.63,6.414,0.8528,0.7514,2791.469971,25362.07031,137.07,7748.959961,12859.00977,120
6707.14,521.179993,101.019997,1297.47,66.91,6.4048,0.8649,0.7543,2789.060059,25332.5,96.72,7768.600098,12823.80957,28
6681.08,503.279999,97.580002,1298.56,65.01,6.4394,0.8664,0.757,2782.810059,25130.82031,68.71,7755.720215,12746.57031,64
6781.14,547.940002,101.580002,1277.93,65.91,6.4394,0.8647,0.7561,2774.98999,25003.09961,79.32,7749.359863,12711.67969,78
6822.5,541.799988,98.949997,1279.22,65.09,6.4853,0.8673,0.7605,2765.050049,24763.58984,165.86,7727.410156,12708.62988,98
6821.56,544.679993,99.199997,1271.3,65.92,6.4812,0.8669,0.7606,2774.860107,24804.75977,222.05,7806.600098,12684.66016,118
6810.94,525.840027,96.800003,1263.54,65.68,6.5094,0.869,0.7633,2769.280029,24639.21094,71.67,7803.450195,12622.54004,240
6747.08,481.059998,86.949997,1265.77,69.02,6.5098,0.8622,0.7554,2764.169922,24663.17969,80.35,7739.709961,12677.7002,197
6327.37,461.179993,82.5,1265.93,69.91,6.5474,0.86,0.7565,2742.939941,24463.73047,63.53,7639.72998,12584.9502,389
6290.16,446.119995,81.82,1261.25,75.23,6.5818,0.8596,0.758,2732.909912,24384.21094,218.91,7597.490234,12544.78027,356
6180,443.51001,81.260002,1254.14,77.41,6.62,0.8667,0.7631,2746.090088,24569.01953,39.58,7610.669922,12594.45996,466
6170.41,441.869995,80.510002,1249.38,73.45,6.6335,0.8677,0.7663,2724.340088,24308.16016,89.28,7526.069824,12503.7002,411
6261.66,462.559998,84.339996,1246.94,74.13,6.6429,0.8652,0.7652,2743.26001,24509.51953,54.02,7573.589844,12607.38965,360
6683.86,486.76001,89.839996,1247.8,73.89,6.6681,0.8628,0.7638,2727.26001,24319.41992,80.26,7568.100098,12486.54004,308
6671.37,481.790009,89.040001,1238.72,74.19,6.7225,0.8607,0.7626,2736.580078,24444.88086,119.73,7594.330078,12576.82031,367
6749.54,475.670013,84.089996,1253,73.05,6.6478,0.8586,0.7574,2737.830078,24372.80078,80.07,7589.189941,12587.91992,344
6700.94,489.329987,85.389999,1252.87,73.78,6.6685,0.8563,0.7574,2764.409912,24520.28906,184.49,7695.810059,12684.34961,186
6838.68,473.059998,80.519997,1256.15,73.93,6.6444,0.8526,0.7581,2784.649902,24796.51953,110.48,7757.279785,12779.76953,73
6767.74,447.089996,80.93,1255.26,74.11,6.6353,0.8555,0.7562,2795.580078,24945.38086,81.98,7777.47998,12820.08008,100
6444.96,446.130005,78.32,1249.58,70.47,6.6832,0.8573,0.7577,2785.909912,24815.16016,40.76,7748.160156,12756.04004,164
6397.1,442.029999,78.589996,1240.94,70.28,6.7063,0.8585,0.7587,2799.219971,24939.9707,84.92,7825.669922,12771.98047,96
6310.55,439.630005,77.459999,1242.5,71.03,6.7054,0.8611,0.7632,2804.530029,25043.21094,74.75,7843.52002,12783.24023,68
6741.75,511.339996,90.089996,1240.54,68.22,6.7087,0.8566,0.7567,2801.189941,25072.41016,89.31,7838.819824,12766.17969,70
7387.24,515.140015,94.400002,1238.88,68.03,6.7081,0.8586,0.765,2814.189941,25155.39063,58.55,7867.149902,12797.58008,64
7534.99,483.790009,88.919998,1223.8,68.78,6.7233,0.862,0.7687,2816.76001,25215.32031,75.12,7863.77002,12825.69043,36
7494.46,469.019989,86.610001,1221.46,69.42,6.7881,0.864,0.7718,2812.050049,25154.16992,55.33,7849.850098,12815,92
7594.67,468.25,84.769997,1218.49,70.31,6.8155,0.8602,0.7696,2809.699951,25124.09961,132.11,7860.25,12807.98047,95
7771.5,484.179993,89.550003,1228.87,67.9,6.7965,0.856,0.7686,2808.610107,25081.44922,78.59,7846.759766,12803.16992,58
8424.27,484.440002,90.480003,1219.94,70.77,6.8248,0.8581,0.7651,2829.98999,25286.61914,77.37,7928.790039,12883.04981,65
8416.87,483.859985,87.800003,1223.08,71.13,6.8088,0.8573,0.7615,2848.030029,25432.86914,57.92,7933.310059,12940.26953,32
8290.33,473.690002,85.010002,1228.47,71.59,6.7958,0.8592,0.7631,2845.570068,25587.24023,104.65,7881.299805,12985.57031,82
8262.66,471.23999,84.639999,1220.79,68.66,6.8409,0.8606,0.7645,2843.169922,25580.2207,61.47,7889.75,12978.82031,102
8235.5,457.459991,82.419998,1218.61,71.19,6.8437,0.8586,0.7638,2821.73999,25500.16016,153.38,7740.259766,12961.90039,199
8181.53,435.630005,79.019997,1218.77,69.88,6.845,0.8558,0.7641,2824.459961,25490.98047,91.35,7709.490234,12989.45996,106
7769.04,424.480011,78.379997,1219.65,68.8,6.8369,0.8579,0.7637,2825.830078,25488.80078,57.71,7732.680176,12961.69043,109
7712.77,419.660004,77.790001,1215.97,68.95,6.8514,0.8636,0.7684,2829.909912,25360.48047,117.93,7808.850098,12904.75,54
7562.14,418.98999,78.029999,1204.9,68.49,6.8949,0.865,0.7709,2840.379883,25467.90039,87.73,7824.060059,12955.76953,10
7166.55,410.290009,75.040001,1211.97,69.01,6.8541,0.8673,0.7742,2853.290039,25540.01953,112.91,7859.680176,12985.48047,840
7146.56,380.359985,67.470001,1208.08,69.17,6.8658,0.8661,0.7739,2863.429932,25692.7207,72.24,7898.200195,13039.55957,846
6746.85,370.329987,65.059998,1210.33,66.92,6.8414,0.864,0.7782,2862.439941,25634.10938,56.98,7901.689941,13007.65039,841
6625.73,365.880005,63.209999,1211.22,66.81,6.8381,0.8677,0.78,2862.47998,25613.31055,69.96,7923.350098,13001.66992,9
6591.26,332.410004,60.080002,1208.29,67.61,6.8609,0.8781,0.7861,2842.199951,25401.18945,76.97,7866.189941,12878.03027,122
6537.05,284.029999,56.490002,1205.87,67.25,6.8914,0.88,0.7856,2843.399902,25381.39063,88.52,7888.660156,12853.16992,139
6287.94,304.720001,59.349998,1191.98,67.04,6.8972,0.8827,0.7873,2843.110107,25339.50977,55.18,7878.22998,12849.49023,85
6588.49,298.839996,57.630001,1186.73,65.07,6.9348,0.8851,0.7898,2827.949951,25235.36914,20.08,7832.660156,12752.5,207
6473.5,318.309998,61.830002,1169.47,65.44,6.9227,0.8822,0.7884,2850.48999,25607.33984,30.89,7849.669922,12875.41016,127
6582.5,321.170013,62.419998,1173.43,65.93,6.8967,0.8799,0.7876,2855.629883,25728.16016,62.36,7830.779785,12928.17969,79
6536.92,285.779999,56.779999,1182.96,66.5,6.8693,0.8777,0.7856,2859.76001,25790.16992,45.18,7837.140137,12973.55957,68
6500.87,299,59.200001,1191.29,67.32,6.8523,0.8712,0.7817,2873.22998,25888.82031,81.92,7897.680176,13032.25,61
6816.79,280.459991,57.880001,1192.76,67.85,6.849,0.8657,0.7772,2867.540039,25836.16016,38.52,7897.629883,13013.05957,49
6546.54,283.200012,58.349998,1189.32,69.13,6.8799,0.8673,0.7811,2868.780029,25762.56055,89.75,7926.319824,12988.20996,66
6719.96,282.920013,58.380001,1184.57,69.71,6.8947,0.867,0.7814,2876.159912,25826.05078,80.33,7949.709961,13011.69043,62
6884.64,297.820007,63.77,1203.26,69.97,6.8266,0.8626,0.7795,2898.25,26067.57031,108.44,8024.939941,13110.7002,11
7109.56,296.980011,63.380001,1207.56,68.54,6.8214,0.8576,0.7776,2903.77002,26122.24023,165.65,8046.310059,13130.49023,34
7113.3,290.880005,61.68,1200.36,69.68,6.8299,0.8582,0.7786,2916.5,26167.93945,92.96,8113.560059,13148.41992,36
7072.69,284.720001,62.720001,1201.7,70.25,6.8446,0.859,0.7703,2912.459961,26104.36914,90.46,8133.299805,13094.78027,111
7057.17,302.329987,67.879997,1200.48,69.84,6.8485,0.8633,0.7725,2906.320068,26028.83008,121.46,8119.819824,13037.08984,76
7388.26,287.540009,68.330002,1196.37,69.82,6.8453,0.8673,0.7808,2900.179932,25971.76953,74.36,8104.069824,12984.2002,75
7388.43,232.779999,57.799999,1190.5,68.69,6.8469,0.8663,0.7823,2894.209961,26011.2207,37.66,8077.839844,12977.09961,159
6755.14,234.149994,58.669998,1196.31,67.81,6.8424,0.8617,0.7755,2892.050049,26073.67969,68.5,8001.970215,12993.16016,200
6555.29,220.020004,57.240002,1198.6,67.73,6.8498,0.8659,0.7749,2883.810059,26002.99023,67.9,7962.529785,12939.91992,255
6374.98,199.119995,54.77,1191.76,67.55,6.8667,0.8677,0.7755,2886.929932,26039.96094,47.25,7945.029785,12994.83984,167
6398.92,185.149994,52.040001,1192.19,69.29,6.8791,0.8648,0.7712,2892.52002,26019.91992,49.37,7986.319824,12968.90039,105
6363.87,214.919998,55.259998,1192.54,70.37,6.8826,0.8643,0.7705,2894.649902,26145.7207,40.31,7965.390137,13017.46973,90
6535.41,223.979996,58.91,1202.69,68.6,6.8541,0.8616,0.7678,2906.76001,26191.64063,29.73,8037.509766,13055.33984,40
6596.1,227.669998,58.759998,1202.1,68.98,6.869,0.8609,0.766,2908.300049,26211.10938,36.1,8040.830078,13064.87988,48
6540.21,214.679993,55.419998,1192.7,68.86,6.8781,0.8607,0.7653,2904.649902,26184.4707,100.71,8002.779785,13073.95996,123
6384.18,215.339996,55.02,1195.93,69.87,6.8807,0.8583,0.7622,2911.169922,26317.33984,71.72,7986.100098,13112.37988,93
6448.46,228.889999,57.360001,1198.5,71.08,6.8676,0.8584,0.7636,2912.360107,26464.41016,74.06,7976.120117,13155.16992,39
6529.26,252.210007,62.73,1201.37,70.77,6.8583,0.8571,0.7614,2934.800049,26697.49023,54.24,8039.060059,13238.74023,41
6794.33,254.75,61.779999,1205.91,70.8,6.8604,0.8524,0.766,2940.909912,26769.16016,88.17,8057.259766,13261.76953,56
6603.64,222.619995,59.799999,1196.47,73.4,6.8842,0.8525,0.7637,2923.949951,26634.84961,55.65,8014.120117,13215.25977,92
6585.91,234.199997,65.610001,1198.29,72.22,6.8803,0.8528,0.7612,2931.149902,26606.08984,37.16,8067.029785,13203.98047,126
6712.1,234.059998,64.809998,1194.01,72.18,6.8933,0.8593,0.7649,2927.219971,26557.00977,22.95,8071.560059,13164.67969,111
6785.03,237.160004,62.259998,1181.16,73.16,6.8905,0.8644,0.7692,2920.530029,26515.75977,52.38,8065.060059,13121.34961,88
