Bitcoin,Ethereum,Litecoin,Yuan,Euro,Pound,Gold,Oil,SP
-0.776803216,-0.791878722,-0.561262627,1.092735023,1.028167015,0.279535276,-0.909855113,-0.937055491,-0.581182705
-0.780939648,-0.798316777,-0.595379255,1.087352064,1.003227589,0.282735614,-0.783935006,-0.934817473,-0.595638308
-0.791024818,-0.786643749,-0.635138233,1.068756387,0.871728797,0.218728862,-0.706060726,-0.819559552,-0.544470756
-0.797273668,-0.795683013,-0.623984724,1.035479913,0.774238313,0.241131225,-0.644602105,-0.844177749,-0.536890577
-0.779101751,-0.773897734,-0.587374959,1.034990553,0.572455683,0.167523461,-0.455421657,-0.799417392,-0.628999699
-0.769695905,-0.665393965,-0.595116806,1.037437352,0.588326227,0.186725487,-0.124706208,-0.763609106,-0.669237589
-0.746422079,-0.66669456,-0.595510473,1.040373512,0.547516257,0.125919073,-0.318691238,-0.656184248,-0.610533973
-0.676772757,-0.513969956,-0.548928185,1.033522473,0.427353567,0.052311309,-0.225202065,-0.60135281,-0.58232861
-0.6728364,-0.432323882,-0.493554295,1.024224635,0.402414141,0.081114347,-0.079663244,-0.566663533,-0.558573438
-0.625632687,-0.383713378,-0.495916227,1.033033113,0.413750244,0.125919073,-0.284258395,-0.581210649,-0.537727681
-0.569800164,-0.443639214,-0.553783228,1.003671518,0.368405833,0.119518398,-0.156336378,-0.852010812,-0.479862244
-0.613984142,-0.534844811,-0.624772018,0.907756975,0.429620788,0.420350129,-0.153733896,-0.738990909,-0.488808898
-0.677224088,-0.325771031,-0.624115942,0.835821067,0.522576831,0.385146415,0.036447506,-0.733395864,-0.495066715
-0.675102364,-0.320568554,-0.576615104,0.82260835,0.425086347,0.433151479,-0.085668973,-0.883343062,-0.49184958
-0.643157851,-0.345963041,-0.589212021,0.622460144,0.35480251,0.311538652,0.050460873,-0.879986035,-0.429840598
-0.633814819,-0.350190048,-0.590392993,0.682162054,0.352535289,0.292336626,-0.074057898,-0.951602607,-0.385020174
-0.587690581,-0.214568507,-0.555882699,0.592609189,0.298121996,0.279535276,0.295094213,-0.982934857,-0.388016736
-0.514849366,-0.225363629,-0.564018213,0.581843271,0.286785893,0.237930888,0.38297804,-0.901247205,-0.402737023
-0.545216545,-0.238467316,-0.566380145,0.553460396,0.352535289,0.202727174,0.537325262,-1.161976287,-0.406835378
-0.557797998,-0.178736514,-0.563230919,0.570587993,0.366138612,0.164323124,0.406800763,-1.175404394,-0.389250867
-0.537695126,0.057585103,-0.567429887,0.583800711,0.422819126,0.708380509,0.190194156,-1.159738269,-0.358709584
-0.515465876,0.21261832,-0.563493329,0.561779515,0.375207495,0.695579159,0.04345419,-1.128406019,-0.428431083
-0.563907261,0.193499272,-0.547747225,0.561290155,0.384276377,0.685978146,-0.010597367,-1.093716742,-0.379467114
-0.564421407,0.057975271,-0.574253184,0.567162474,0.368405833,0.522760931,0.051061446,-1.274996189,-0.369506899
-0.623075917,0.086913922,-0.516648605,0.602396388,0.481766861,0.589968019,-0.04282811,-1.310804475,-0.412697239
-0.621863835,0.111267898,-0.339242195,0.643013261,0.468163538,0.474755867,-0.240616768,-1.281710243,-0.416223179
-0.59326476,0.101155667,-0.331106708,0.661119577,0.459094655,0.519560593,-0.265040064,-1.336541681,-0.325126543
-0.569860652,0.060869089,-0.351707894,0.739906524,0.506706287,0.765986585,-0.406575065,-1.437252485,-0.339053842
-0.567869209,-0.002308234,-0.336486636,0.741374604,0.490835743,0.791589286,-0.398967809,-1.533487254,-0.376205863
-0.579098993,-0.008388591,-0.348689886,0.742353323,0.470430758,0.660375446,-0.277051521,-1.527892209,-0.378893624
-0.569460502,-0.012453011,-0.360368266,0.785906356,0.456827435,0.621971395,-0.260635863,-1.490964914,-0.379864146
-0.604338672,-0.154349993,-0.437130623,0.792757395,0.411483024,0.557964644,-0.271045792,-1.448442574,-0.340111515
-0.618948791,-0.03329537,-0.399602399,0.791778675,0.39561248,0.538762618,-0.392561699,-1.335422672,-0.38537309
-0.606960583,-0.038465299,-0.414823645,0.619523985,0.196097071,0.385146415,-0.291465269,-1.280591234,-0.372944608
-0.610485158,-0.093676418,-0.424271297,0.570587993,0.044193293,0.138720423,-0.303476726,-1.264925109,-0.374002285
-0.617366803,-0.170054968,-0.444216395,0.493269126,0.016986647,0.087515022,-0.402571246,-1.13735809,-0.418162067
-0.602617097,-0.193661152,-0.269959237,0.580864551,0.157554321,0.193126162,-0.793143789,-1.239187903,-0.408510657
-0.603996683,-0.220648863,-0.293578432,0.599949588,0.128080454,0.145121098,-0.79754799,-1.193308537,-0.455314089
-0.534338055,-0.278851339,-0.281375168,0.593098549,0.037391632,0.2475319,-0.878024752,-1.335422672,-0.44367967
-0.622505936,-0.383518292,-0.352495214,0.58771559,0.037391632,0.263533588,-1.113449309,-1.318637538,-0.421290976
-0.651281821,-0.348076569,-0.330319388,0.605821907,0.035124411,0.317939327,-1.078415892,-1.244782948,-0.43319008
-0.648899534,-0.349377164,-0.339767079,0.574502872,0.019253867,0.35314304,-0.939483373,-1.197784573,-0.360648472
-0.64854824,-0.413074746,-0.36207411,0.502077605,0.057796617,0.228329875,-0.87342036,-1.132882054,-0.344958743
-0.662965264,-0.440257587,-0.405113518,0.495226566,0.019253867,0.11631806,-0.969311825,-1.080288634,-0.282289119
-0.693851241,-0.251083192,-0.376770485,0.447758654,-0.060098852,-0.101304894,-0.700054998,-1.13735809,-0.285462143
-0.657298026,-0.292930497,-0.390810784,0.4179077,-0.119046587,-0.021296455,-0.581341764,-1.094835751,-0.293836382
-0.655073938,-0.319463041,-0.371652992,0.363588749,-0.189330424,-0.030897467,-0.503067103,-1.016505125,-0.236939317
-0.537930097,-0.316991893,-0.344359687,0.438460816,-0.13038269,0.113117723,-0.528691545,-1.057908456,-0.220236026
-0.552421567,-0.317219475,-0.346984042,0.419375779,-0.370708069,0.081114347,-0.403572201,-1.164214305,-0.24262472
-0.566647822,-0.351588234,-0.374014925,0.410567301,-0.379776951,0.017107596,-0.226403211,-1.11609692,-0.240156453
