Date,Open,High,Low,Close
03/08/18,9951.44,10147.40,9335.87,9395.01
03/09/18,9414.69,9466.35,8513.03,9337.55
03/10/18,9350.59,9531.32,8828.47,8866.00
03/11/18,8852.78,9711.89,8607.12,9578.63
03/12/18,9602.93,9937.50,8956.43,9205.12
03/13/18,9173.04,9470.38,8958.19,9194.85
03/14/18,9214.65,9355.85,8068.59,8269.81
03/15/18,8290.76,8428.35,7783.05,8300.86
03/16/18,8322.91,8585.15,8005.31,8338.35
03/17/18,8321.91,8346.53,7812.82,7916.88
03/18/18,7890.52,8245.51,7397.99,8223.68
03/19/18,8344.12,8675.87,8182.40,8630.65
03/20/18,8619.67,9051.02,8389.89,8913.47
03/21/18,8937.48,9177.37,8846.33,8929.28
03/22/18,8939.44,9100.71,8564.90,8728.47
03/23/18,8736.25,8879.62,8360.62,8879.62
03/24/18,8901.95,8996.18,8665.70,8668.12
03/25/18,8612.81,8682.01,8449.10,8495.78
03/26/18,8498.47,8530.08,7921.43,8209.40
03/27/18,8200.00,8232.78,7797.28,7833.04
03/28/18,7836.83,8122.89,7809.17,7954.48
03/29/18,7979.07,7994.33,7081.38,7165.70
03/30/18,7171.45,7276.66,6683.93,6890.52
03/31/18,6892.48,7207.85,6863.52,6973.53
04/01/18,7003.06,7060.95,6526.87,6844.23
04/02/18,6844.86,7135.47,6816.58,7083.80
04/03/18,7102.26,7530.94,7072.49,7456.11
04/04/18,7456.41,7469.88,6803.88,6853.84
04/05/18,6848.65,6933.82,6644.80,6811.47
04/06/18,6815.96,6857.49,6575.00,6636.32
04/07/18,6630.51,7050.54,6630.51,6911.09
04/08/18,6919.98,7111.56,6919.98,7023.52
04/09/18,7044.32,7178.11,6661.99,6770.73
04/10/18,6795.44,6872.41,6704.15,6834.76
04/11/18,6843.47,6968.32,6817.59,6968.32
04/12/18,6955.38,7899.23,6806.51,7889.25
04/13/18,7901.09,8183.96,7758.93,7895.96
04/14/18,7874.67,8140.71,7846.00,7986.24
04/15/18,7999.33,8338.42,7999.33,8329.11
04/16/18,8337.57,8371.15,7925.73,8058.67
04/17/18,8071.66,8285.96,7881.72,7902.09
04/18/18,7944.43,8197.80,7886.01,8163.42
04/19/18,8159.27,8298.69,8138.78,8294.31
04/20/18,8286.88,8880.23,8244.54,8845.83
04/21/18,8848.79,8997.57,8652.15,8895.58
04/22/18,8925.06,9001.64,8779.61,8802.46
04/23/18,8794.39,8958.55,8788.81,8930.88
04/24/18,8934.34,9732.61,8927.83,9697.50
04/25/18,9701.03,9745.32,8799.84,8845.74
04/26/18,8867.32,9281.51,8727.09,9281.51
04/27/18,9290.63,9375.47,8987.05,8987.05
04/28/18,8939.27,9412.09,8931.99,9348.48
04/29/18,9346.41,9531.49,9193.71,9419.08
04/30/18,9426.11,9477.14,9166.81,9240.55
05/01/18,9251.47,9255.88,8891.05,9119.01
05/02/18,9104.60,9256.52,9015.14,9235.92
05/03/18,9233.97,9798.33,9188.15,9743.86
05/04/18,9695.50,9779.20,9585.96,9700.76
05/05/18,9700.28,9964.50,9695.12,9858.15
05/06/18,9845.31,9940.14,9465.25,9654.80
05/07/18,9645.67,9665.85,9231.53,9373.01
05/08/18,9380.87,9462.75,9127.77,9234.82
05/09/18,9223.73,9374.76,9031.62,9325.18
05/10/18,9325.96,9396.04,9040.52,9043.94
05/11/18,9052.96,9052.96,8394.46,8441.49
05/12/18,8441.44,8664.86,8223.50,8504.89
05/13/18,8515.49,8773.55,8395.12,8723.94
05/14/18,8713.10,8881.12,8367.97,8716.79
05/15/18,8705.19,8836.19,8456.45,8510.38
05/16/18,8504.41,8508.43,8175.49,8368.83
05/17/18,8370.05,8445.54,8054.12,8094.32
05/18/18,8091.83,8274.12,7974.82,8250.97
05/19/18,8255.73,8372.06,8183.35,8247.18
05/20/18,8246.99,8562.41,8205.24,8513.25
05/21/18,8522.33,8557.52,8365.12,8418.99
05/22/18,8419.87,8423.25,8004.58,8041.78
05/23/18,8037.08,8054.66,7507.88,7557.82
05/24/18,7561.12,7738.60,7331.14,7587.34
05/25/18,7592.30,7659.14,7392.65,7480.14
05/26/18,7486.48,7595.16,7349.12,7355.88
05/27/18,7362.08,7381.74,7270.96,7368.22
05/28/18,7371.31,7419.05,7100.89,7135.99
05/29/18,7129.46,7526.42,7090.68,7472.59
05/30/18,7469.73,7573.77,7313.60,7406.52
05/31/18,7406.15,7608.90,7361.13,7494.17
06/01/18,7500.70,7604.73,7407.34,7541.45
06/02/18,7536.72,7695.83,7497.26,7643.45
06/03/18,7632.09,7754.89,7613.04,7720.25
06/04/18,7722.53,7753.82,7474.04,7514.47
06/05/18,7500.90,7643.23,7397.00,7633.76
06/06/18,7625.97,7680.43,7502.01,7653.98
06/07/18,7650.82,7741.27,7650.82,7678.24
06/08/18,7685.14,7698.19,7558.40,7624.92
06/09/18,7632.52,7683.58,7531.98,7531.98
06/10/18,7499.55,7499.55,6709.07,6786.02
06/11/18,6799.29,6910.18,6706.63,6906.92
06/12/18,6905.82,6907.96,6542.08,6582.36
06/13/18,6596.88,6631.66,6285.63,6349.90
06/14/18,6342.75,6707.14,6334.46,6675.35
06/15/18,6674.08,6681.08,6433.87,6456.58
06/16/18,6455.45,6592.49,6402.29,6550.16
06/17/18,6545.53,6589.11,6499.27,6499.27
06/18/18,6510.07,6781.14,6446.68,6734.82
06/19/18,6742.39,6822.50,6709.92,6769.94
06/20/18,6770.76,6821.56,6611.88,6776.55
06/21/18,6780.09,6810.94,6715.17,6729.74
06/22/18,6737.88,6747.08,6006.60,6083.69
06/23/18,6090.10,6224.82,6071.81,6162.48
06/24/18,6164.28,6223.78,5826.41,6173.23
06/25/18,6171.97,6327.37,6119.68,6249.18
06/26/18,6253.55,6290.16,6093.67,6093.67
06/27/18,6084.40,6180.00,6052.85,6157.13
06/28/18,6153.16,6170.41,5873.05,5903.44
06/29/18,5898.13,6261.66,5835.75,6218.30
06/30/18,6214.22,6465.51,6214.22,6404.00
07/01/18,6411.68,6432.85,6289.29,6385.82
07/02/18,6380.38,6683.86,6305.70,6614.18
07/03/18,6596.66,6671.37,6447.75,6529.59
07/04/18,6550.87,6771.92,6450.46,6597.55
07/05/18,6599.71,6749.54,6546.65,6639.14
07/06/18,6638.69,6700.94,6533.55,6673.50
07/07/18,6668.71,6863.99,6579.24,6856.93
07/08/18,6857.80,6885.91,6747.98,6773.88
07/09/18,6775.08,6838.68,6724.34,6741.75
07/10/18,6739.21,6767.74,6320.72,6329.95
07/11/18,6330.77,6444.96,6330.47,6394.71
07/12/18,6396.78,6397.10,6136.42,6228.81
07/13/18,6235.03,6310.55,6192.24,6238.05
07/14/18,6247.50,6298.19,6212.22,6276.12
07/15/18,6272.70,6403.46,6256.51,6359.64
07/16/18,6357.01,6741.75,6357.01,6741.75
07/17/18,6739.65,7387.24,6684.17,7321.04
07/18/18,7315.32,7534.99,7280.47,7370.78
07/19/18,7378.20,7494.46,7295.46,7466.86
07/20/18,7467.40,7594.67,7323.26,7354.13
07/21/18,7352.72,7437.64,7262.41,7419.29
07/22/18,7417.80,7537.95,7383.82,7418.49
07/23/18,7414.71,7771.50,7409.10,7711.11
07/24/18,7716.51,8424.27,7705.50,8424.27
07/25/18,8379.66,8416.87,8086.36,8181.39
07/26/18,8176.85,8290.33,7878.71,7951.58
07/27/18,7950.40,8262.66,7839.76,8165.01
07/28/18,8169.06,8222.85,8110.77,8192.15
07/29/18,8205.82,8272.26,8141.18,8218.46
07/30/18,8221.58,8235.50,7917.50,8180.48
07/31/18,8181.20,8181.53,7696.93,7780.44
08/01/18,7769.04,7769.04,7504.95,7624.91
08/02/18,7634.19,7712.77,7523.44,7567.15
08/03/18,7562.14,7562.14,7328.65,7434.39
08/04/18,7438.67,7497.49,6984.07,7032.85
08/05/18,7031.08,7102.77,6940.70,7068.48
08/06/18,7062.94,7166.55,6890.54,6951.80
08/07/18,6958.32,7146.56,6748.24,6753.12
08/08/18,6746.85,6746.85,6226.22,6305.80
08/09/18,6305.56,6625.73,6249.07,6568.23
08/10/18,6571.42,6591.26,6124.52,6184.71
08/11/18,6185.79,6455.74,6109.03,6295.73
08/12/18,6283.65,6409.85,6237.50,6322.69
08/13/18,6341.36,6537.05,6225.72,6297.57
08/14/18,6287.66,6287.94,5971.05,6199.71
08/15/18,6221.42,6588.49,6221.42,6308.52
08/16/18,6294.23,6473.50,6276.41,6334.73
08/17/18,6340.91,6582.50,6324.97,6580.63
08/18/18,6583.43,6617.35,6353.73,6423.76
08/19/18,6422.57,6537.98,6361.55,6506.07
08/20/18,6500.51,6536.92,6297.93,6308.53
08/21/18,6301.07,6500.87,6298.24,6488.76
08/22/18,6486.25,6816.79,6310.11,6376.71
08/23/18,6371.34,6546.54,6371.34,6534.88
08/24/18,6551.52,6719.96,6498.64,6719.96
08/25/18,6719.95,6789.63,6700.96,6763.19
08/26/18,6754.64,6774.75,6620.75,6707.26
08/27/18,6710.80,6884.64,6689.71,6884.64
08/28/18,6891.08,7109.56,6882.34,7096.28
08/29/18,7091.71,7113.30,6970.82,7047.16
08/30/18,7043.76,7072.69,6834.69,6978.23
08/31/18,6973.97,7057.17,6920.16,7037.58
09/01/18,7044.81,7242.29,7038.05,7193.25
09/02/18,7189.58,7306.31,7132.16,7272.72
09/03/18,7279.03,7317.94,7208.15,7260.06
09/04/18,7263.00,7388.26,7255.44,7361.66
09/05/18,7361.46,7388.43,6792.83,6792.83
09/06/18,6755.14,6755.14,6404.72,6529.17
09/07/18,6528.92,6555.29,6396.87,6467.07
09/08/18,6460.17,6534.25,6197.52,6225.98
09/09/18,6223.38,6446.26,6201.22,6300.86
09/10/18,6301.57,6374.98,6292.76,6329.70
09/11/18,6331.88,6398.92,6260.21,6321.20
09/12/18,6317.01,6363.87,6265.09,6351.80
09/13/18,6354.24,6535.41,6354.24,6517.31
09/14/18,6515.41,6596.10,6456.17,6512.71
09/15/18,6509.40,6561.72,6493.55,6543.20
09/16/18,6536.68,6544.33,6460.10,6517.18
09/17/18,6514.06,6540.21,6257.52,6281.20
09/18/18,6280.91,6384.18,6265.71,6371.30
09/19/18,6371.85,6448.46,6208.34,6398.54
09/20/18,6398.85,6529.26,6395.95,6519.67
09/21/18,6513.87,6794.33,6496.36,6734.95
09/22/18,6735.05,6814.56,6616.80,6721.98
09/23/18,6715.32,6766.15,6679.42,6710.63
09/24/18,6704.77,6713.56,6580.90,6595.41
09/25/18,6603.64,6603.64,6381.86,6446.47
09/26/18,6452.79,6585.91,6397.89,6495.00
09/27/18,6495.29,6712.10,6464.95,6676.75
09/28/18,6678.75,6785.03,6598.32,6644.13
