Date,Open,High,Low,Close,Adj Close,Volume
11/06/14,10824.07031,10844.57031,10773.80957,10843.54004,10843.54004,3669770000
11/07/14,10837.83984,10870.90039,10819.04004,10864.58008,10864.58008,3704280000
11/10/14,10876.91016,10898.16016,10862.01953,10892.55957,10892.55957,3284940000
11/11/14,10892.54004,10911.87988,10876.66016,10907.53027,10907.53027,2958320000
11/12/14,10907.53027,10907.53027,10851.54981,10884.03027,10884.03027,3246650000
11/13/14,10884.09961,10911.88965,10827.87012,10868.91992,10868.91992,3455270000
11/14/14,10861.46973,10883.55957,10850.75977,10880.62988,10880.62988,3227130000
11/17/14,10859.80957,10895.36035,10847.00977,10883.25,10883.25,3152890000
11/18/14,10896.62988,10963.79004,10896.62988,10941.7002,10941.7002,3416190000
11/19/14,10938.55957,10948,10885.46973,10927.48047,10927.48047,3390850000
11/20/14,10888.08984,10941.76953,10879.29981,10937.96973,10937.96973,3128290000
11/21/14,10937.96973,11063.79004,10937.96973,11025.74023,11025.74023,3916420000
11/24/14,11038.84961,11061.44043,11023.54981,11041.41992,11041.41992,3128060000
11/25/14,11053.25977,11068.26953,11013.00977,11029.37012,11029.37012,3392940000
11/26/14,11036.80957,11049.30957,11022.87988,11047.91016,11047.91016,2745260000
11/28/14,10993.08008,11000.5,10945.73047,10955.41016,10955.41016,2504640000
12/01/14,10933.11035,10933.11035,10864.08008,10888.55957,10888.55957,4159010000
12/02/14,10888.44043,10950.45996,10888.04004,10940.12012,10940.12012,3686650000
12/03/14,10942.7002,10996.66992,10933.00977,10987.29981,10987.29981,3612680000
12/04/14,10966.92969,10980.12988,10908.58008,10952.29981,10952.29981,3408340000
12/05/14,10957.40039,10992.63965,10949.16992,10970.25977,10970.25977,3419620000
12/08/14,10941.62012,10946.40039,10835.12012,10863.54004,10863.54004,3800990000
12/09/14,10863.55957,10863.55957,10742.73047,10821.2002,10821.2002,3970150000
12/10/14,10816.76953,10816.76953,10649.12012,10662.24023,10662.24023,4114440000
12/11/14,10671.07031,10786.41992,10671.07031,10690.13965,10690.13965,3917950000
12/12/14,10690.13965,10690.13965,10500.5,10500.50977,10500.50977,4157650000
12/15/14,10535.51953,10571.46973,10373.79981,10411.17969,10411.17969,4361990000
12/16/14,10386.11035,10583.69043,10360.03027,10390.01953,10390.01953,4958680000
12/17/14,10411.54004,10614.57031,10411.53027,10603.50977,10603.50977,4942370000
12/18/14,10709.54004,10831.63965,10692.37988,10831.62012,10831.62012,4703380000
12/19/14,10835.33008,10919.50977,10825.66992,10890.24023,10890.24023,6465530000
12/22/14,10890.25,10921.30957,10879.23047,10919.99023,10919.99023,3369520000
12/23/14,10935.73047,10971.98047,10934.90039,10951.75977,10951.75977,3043950000
12/24/14,10962.23047,10979.75,10949.49023,10955.11035,10955.11035,1416980000
12/26/14,10975.29004,11008.54004,10975.29004,10985.40039,10985.40039,1735230000
12/29/14,10974.87988,11007.82031,10962.61035,10988.00977,10988.00977,2452360000
12/30/14,10963.54004,10963.54004,10931.54981,10932.99023,10932.99023,2440280000
12/31/14,10941.67969,10948.59961,10834.25977,10839.24023,10839.24023,2606070000
01/02/15,10859.79981,10889.25,10770.50977,10830.91992,10830.91992,2708700000
01/05/15,10764.37012,10764.37012,10588.04981,10607.67969,10607.67969,3799120000
01/06/15,10610.78027,10647.20996,10457.88965,10514.87012,10514.87012,4460110000
01/07/15,10514.48047,10638.74023,10514.48047,10627.12988,10627.12988,3805480000
01/08/15,10686,10809.45996,10686,10800.54004,10800.54004,3934010000
01/09/15,10811.82031,10811.82031,10680.53027,10711.41016,10711.41016,3364140000
01/12/15,10712.65039,10717.01953,10597.40039,10640.74023,10640.74023,3456460000
01/13/15,10640.74023,10773.28027,10543.49023,10622.95996,10622.95996,4107300000
01/14/15,10622.57031,10622.57031,10442.79981,10565.41992,10565.41992,4378680000
01/15/15,10606.62988,10636.67969,10511.04981,10514.59961,10514.59961,4276720000
01/16/15,10508.62012,10664.53027,10503.34961,10660.32031,10660.32031,4056410000
01/20/15,10682,10703.17969,10589.45996,10658.62012,10658.62012,3944340000
01/21/15,10646,10735.65039,10616.99023,10720.40039,10720.40039,3730070000
01/22/15,10753.58008,10869,10699.73047,10859.34961,10859.34961,4176050000
01/23/15,10854.23047,10854.23047,10784.57031,10788.33008,10788.33008,3573560000
01/26/15,10787.29981,10848.04004,10748.73047,10847.15039,10847.15039,3465760000
01/27/15,10793.04004,10830.2002,10718.84961,10781.83008,10781.83008,3329810000
01/28/15,10797.23047,10804.16992,10596.87988,10603.86035,10603.86035,4067530000
01/29/15,10617.88965,10703.12012,10546.75,10691.62988,10691.62988,4127140000
01/30/15,10636.04004,10670.17969,10532.54981,10537.21973,10537.21973,4568650000
02/02/15,10567.95996,10676.44043,10495.70996,10669.03027,10669.03027,4008330000
02/03/15,10721.57031,10847.44043,10721.57031,10847.41016,10847.41016,4615900000
02/04/15,10803.49023,10843.84961,10753.98047,10775.04004,10775.04004,4141920000
02/05/15,10821.34961,10901.21973,10820.57031,10896.05957,10896.05957,3821990000
02/06/15,10903.29004,10931.75977,10820.83008,10847.50977,10847.50977,4232970000
02/09/15,10831.04004,10862.87988,10803.96973,10826.58984,10826.58984,3549540000
02/10/15,10860.70996,10924.65039,10811.26953,10915.13965,10915.13965,3669850000
02/11/15,10883.91016,10907.80957,10831.51953,10889.04981,10889.04981,3596860000
02/12/15,10924.19043,10997.12012,10924.19043,10995.30957,10995.30957,3788350000
02/13/15,11009.87012,11045.92969,11000.78027,11042.69043,11042.69043,3527450000
02/17/15,11042.78027,11070.07031,11001.03027,11054.46973,11054.46973,3361750000
02/18/15,11054.46973,11064.12988,11018.96973,11064.08984,11064.08984,3370020000
02/19/15,11027,11064.62012,11010.15039,11038.25977,11038.25977,3247100000
02/20/15,11025.26953,11111.41016,10976.29004,11108.66992,11108.66992,3281600000
02/23/15,11091.46973,11091.46973,11047.20996,11074.58008,11074.58008,3093680000
02/24/15,11082.12988,11133.78027,11070.57031,11122.11035,11122.11035,3199840000
02/25/15,11119.63965,11142.55957,11097.79004,11117.92969,11117.92969,3312340000
02/26/15,11111.83984,11111.83984,11053.86035,11082.09961,11082.09961,3408690000
02/27/15,11078.54004,11100.24023,11062.12012,11062.79004,11062.79004,3547380000
03/02/15,11053.66016,11103.33984,11052.29004,11102.82031,11102.82031,3409490000
03/03/15,11090.76953,11090.76953,11012.66016,11051.21973,11051.21973,3262300000
03/04/15,11018.79981,11018.79981,10941.13965,11004.67969,11004.67969,3421110000
03/05/15,11014.7002,11036.2002,10992.16992,11014.25977,11014.25977,3103030000
03/06/15,10964.23047,10964.23047,10826.4502,10842.16992,10842.16992,3853570000
03/09/15,10846.04981,10885.08008,10845.98047,10866.62012,10866.62012,3349090000
03/10/15,10802.5,10802.5,10678.38965,10678.41016,10678.41016,3668900000
03/11/15,10686.65039,10705.96973,10659.03027,10678.75977,10678.75977,3406570000
03/12/15,10734.70996,10821.24023,10734.70996,10820.87012,10820.87012,3405860000
03/13/15,10784.08984,10784.08984,10677.58984,10751.01953,10751.01953,3498560000
03/16/15,10787.46973,10883.78027,10787.46973,10881.17969,10881.17969,3295600000
03/17/15,10843.67969,10879.08008,10808.91992,10862.42969,10862.42969,3221840000
03/18/15,10846.42969,11055.00977,10826.04004,11019.71973,11019.71973,4128210000
03/19/15,10976.83008,10976.83008,10908.00977,10931.36035,10931.36035,3305220000
03/20/15,10932.5,11094.26953,10932.5,11070.53027,11070.53027,5554120000
03/23/15,11089.66016,11115.58008,11070.54004,11070.88965,11070.88965,3267960000
03/24/15,11071.9502,11080.66016,11019.75,11019.75,11019.75,3189820000
03/25/15,11036.94043,11057.04981,10897.17969,10897.50977,10897.50977,3521140000
03/26/15,10877.19043,10911.15039,10815.95996,10865.15039,10865.15039,3510670000
03/27/15,10860.65039,10877.66016,10838.57031,10875.13965,10875.13965,3008550000
03/30/15,10919.04981,11009.00977,10919.04981,10989.16016,10989.16016,2917690000
03/31/15,10914.04981,10955.33984,10890.79981,10899.19043,10899.19043,3376550000
04/01/15,10906.12988,10909.01953,10834.01953,10891.61035,10891.61035,3543270000
04/02/15,10897.66016,10974.98047,10895.30957,10953.16016,10953.16016,3095960000
04/06/15,10936.83984,11068.62988,10927.01953,11033.12012,11033.12012,3302970000
04/07/15,11042,11082.15039,11012.11035,11013.24023,11013.24023,3065510000
04/08/15,11038.51953,11073.66992,10995.28027,11032.99023,11032.99023,3265330000
04/09/15,11028.75,11072.91992,10993.26953,11065.38965,11065.38965,3172360000
04/10/15,11077.74023,11114.50977,11075.59961,11112.67969,11112.67969,3156200000
04/13/15,11110.17969,11123.62012,11056.37012,11056.75977,11056.75977,2908420000
04/14/15,11078.75977,11117.03027,11045.30957,11108.07031,11108.07031,3301270000
04/15/15,11136.88965,11196.98047,11136.12988,11171.05957,11171.05957,4013760000
04/16/15,11171.49023,11203.07031,11134.03027,11169.75,11169.75,3434120000
04/17/15,11113.50977,11113.50977,11010.92969,11058.4502,11058.4502,3627600000
04/20/15,11058.50977,11144.87988,11058.50977,11116.57031,11116.57031,3000160000
04/21/15,11115.79981,11161.9502,11085.48047,11100.37988,11100.37988,3243410000
04/22/15,11113.25,11154.23047,11067.26953,11144.4502,11144.4502,3348480000
04/23/15,11128.15039,11221.13965,11118.92969,11191.48047,11191.48047,3636670000
04/24/15,11199.94043,11207.79981,11172.42969,11192.92969,11192.92969,3375780000
