Date,Price,Open,High,Low,Change %
08/01/19,0.9022,0.903,0.907,0.9012,-0.08%
07/31/19,0.9029,0.8964,0.9042,0.8959,0.73%
07/30/19,0.8964,0.8973,0.8983,0.896,-0.10%
07/29/19,0.8973,0.8987,0.8998,0.8966,-0.17%
07/26/19,0.8988,0.8971,0.9,0.8968,0.19%
07/25/19,0.8971,0.8975,0.9008,0.8938,-0.06%
07/24/19,0.8976,0.8965,0.8986,0.8962,0.11%
07/23/19,0.8966,0.8921,0.8973,0.892,0.50%
07/22/19,0.8921,0.8914,0.8924,0.8909,0.11%
07/19/19,0.8911,0.8868,0.8927,0.8864,0.48%
07/18/19,0.8868,0.891,0.8925,0.8864,-0.47%
07/17/19,0.891,0.8919,0.8929,0.8901,-0.11%
07/16/19,0.892,0.8883,0.8929,0.8878,0.43%
07/15/19,0.8882,0.8872,0.8887,0.8861,0.11%
07/12/19,0.8872,0.8887,0.89,0.887,-0.16%
07/11/19,0.8886,0.8888,0.8893,0.886,-0.03%
07/10/19,0.8889,0.8922,0.8929,0.8879,-0.37%
07/09/19,0.8922,0.8919,0.8934,0.8913,0.04%
07/08/19,0.8918,0.8911,0.8923,0.8901,0.10%
07/05/19,0.8909,0.8861,0.8923,0.8859,0.54%
07/04/19,0.8861,0.8867,0.8871,0.8852,-0.07%
07/03/19,0.8867,0.8861,0.8875,0.884,0.07%
07/02/19,0.8861,0.8861,0.887,0.8833,0.00%
07/01/19,0.8861,0.8794,0.8864,0.8789,0.74%
06/28/19,0.8796,0.8797,0.881,0.8778,0.00%
06/27/19,0.8796,0.8794,0.8811,0.8784,0.00%
06/26/19,0.8796,0.8798,0.8812,0.8779,-0.03%
06/25/19,0.8799,0.8773,0.8815,0.8762,0.31%
06/24/19,0.8772,0.88,0.88,0.8768,-0.28%
06/21/19,0.8797,0.8857,0.8864,0.8789,-0.65%
06/20/19,0.8855,0.8908,0.8909,0.8836,-0.59%
06/19/19,0.8908,0.8934,0.894,0.8885,-0.29%
06/18/19,0.8934,0.8914,0.8944,0.8894,0.22%
06/17/19,0.8914,0.8915,0.8926,0.889,-0.08%
06/14/19,0.8921,0.8862,0.8928,0.8858,0.60%
06/13/19,0.8868,0.886,0.8875,0.8847,0.11%
06/12/19,0.8858,0.883,0.8865,0.8816,0.37%
06/11/19,0.8825,0.8841,0.8849,0.882,-0.15%
06/10/19,0.8838,0.8831,0.8859,0.8826,0.17%
06/07/19,0.8823,0.887,0.8889,0.8811,-0.52%
06/06/19,0.8869,0.8904,0.8918,0.8842,-0.47%
06/05/19,0.8911,0.8889,0.8914,0.8844,0.26%
06/04/19,0.8888,0.8895,0.8908,0.8865,-0.09%
06/03/19,0.8896,0.8954,0.8964,0.8877,-0.51%
05/31/19,0.8942,0.8981,0.899,0.8942,-0.47%
05/30/19,0.8984,0.8982,0.8995,0.8972,0.00%
05/29/19,0.8984,0.8962,0.8991,0.895,0.26%
05/28/19,0.8961,0.893,0.8962,0.8925,0.35%
05/27/19,0.893,0.8932,0.8941,0.8916,0.06%
05/24/19,0.8925,0.8944,0.895,0.8919,-0.21%
05/23/19,0.8944,0.8966,0.9002,0.8937,-0.25%
05/22/19,0.8966,0.8954,0.8971,0.8942,0.07%
05/21/19,0.896,0.8954,0.8977,0.8939,0.09%
05/20/19,0.8952,0.8963,0.897,0.8948,-0.10%
05/17/19,0.8961,0.8949,0.8965,0.8939,0.12%
05/16/19,0.895,0.8927,0.8956,0.8908,0.26%
05/15/19,0.8927,0.8919,0.8948,0.8908,0.09%
05/14/19,0.8919,0.8911,0.8929,0.8893,0.10%
05/13/19,0.891,0.8894,0.8911,0.8875,0.10%
05/10/19,0.8901,0.8911,0.8919,0.8885,-0.16%
05/09/19,0.8915,0.8935,0.8951,0.8887,-0.22%
05/08/19,0.8935,0.8934,0.8942,0.8915,-0.01%
05/07/19,0.8936,0.8929,0.8956,0.891,0.07%
05/06/19,0.893,0.8925,0.8962,0.8921,0.03%
05/03/19,0.8927,0.8946,0.8982,0.8923,-0.21%
05/02/19,0.8946,0.8927,0.8954,0.8913,0.17%
05/01/19,0.8931,0.8915,0.8939,0.8877,0.16%
04/30/19,0.8917,0.894,0.8949,0.8902,-0.26%
04/29/19,0.894,0.8968,0.8976,0.8935,-0.33%
04/26/19,0.897,0.8982,0.9,0.8948,-0.14%
04/25/19,0.8983,0.896,0.8996,0.8959,0.20%
04/24/19,0.8965,0.8908,0.8978,0.8903,0.66%
04/23/19,0.8906,0.8883,0.8936,0.8879,0.28%
04/22/19,0.8881,0.8895,0.8901,0.8878,-0.10%
04/19/19,0.889,0.8896,0.8907,0.8886,-0.16%
04/18/19,0.8904,0.8852,0.8909,0.8845,0.59%
04/17/19,0.8852,0.8866,0.8867,0.883,-0.14%
04/16/19,0.8864,0.8847,0.8865,0.8837,0.25%
04/15/19,0.8842,0.885,0.8855,0.8833,-0.07%
04/12/19,0.8848,0.8886,0.8888,0.883,-0.44%
04/11/19,0.8887,0.8871,0.8891,0.8858,0.18%
04/10/19,0.8871,0.8878,0.8905,0.8858,-0.09%
04/09/19,0.8879,0.887,0.8885,0.8859,-0.02%
04/08/19,0.8881,0.8914,0.8919,0.8869,-0.38%
04/05/19,0.8915,0.891,0.8921,0.8891,0.03%
04/04/19,0.8912,0.89,0.8925,0.8888,0.12%
04/03/19,0.8901,0.8924,0.8929,0.8883,-0.26%
04/02/19,0.8924,0.8915,0.8942,0.8914,0.07%
04/01/19,0.8918,0.8914,0.8926,0.8888,0.04%
03/29/19,0.8914,0.891,0.8922,0.889,0.10%
03/28/19,0.8905,0.8892,0.8919,0.8879,0.13%
03/27/19,0.8893,0.8873,0.8895,0.8861,0.18%
03/26/19,0.8877,0.884,0.8881,0.8828,0.42%
03/25/19,0.884,0.8838,0.8862,0.8824,0.01%
03/22/19,0.8839,0.879,0.8871,0.8776,0.53%
03/21/19,0.8792,0.8762,0.8818,0.8742,0.35%
03/20/19,0.8761,0.881,0.8822,0.8734,-0.54%
03/19/19,0.8809,0.8821,0.8825,0.8801,-0.14%
03/18/19,0.8821,0.8831,0.8834,0.8801,-0.10%
03/15/19,0.883,0.8847,0.8851,0.8812,-0.19%
03/14/19,0.8847,0.8829,0.8855,0.8818,0.20%
03/13/19,0.8829,0.8859,0.8868,0.8818,-0.34%
03/12/19,0.8859,0.8889,0.8895,0.8845,-0.34%
03/11/19,0.8889,0.89,0.8912,0.8883,-0.08%
03/08/19,0.8896,0.8935,0.8943,0.8892,-0.41%
03/07/19,0.8933,0.8844,0.8949,0.8833,1.01%
03/06/19,0.8844,0.8839,0.8861,0.883,0.01%
03/05/19,0.8843,0.882,0.8859,0.8809,0.27%
03/04/19,0.8819,0.8789,0.8844,0.8776,0.33%
03/01/19,0.879,0.8785,0.881,0.8765,-0.05%
02/28/19,0.8794,0.8793,0.8804,0.8754,-0.02%
02/27/19,0.8796,0.8778,0.88,0.8768,0.25%
02/26/19,0.8774,0.8798,0.8816,0.8769,-0.33%
02/25/19,0.8803,0.8821,0.8831,0.8794,-0.15%
02/22/19,0.8816,0.8822,0.8838,0.8805,-0.06%
02/21/19,0.8821,0.8821,0.8834,0.8798,0.00%
02/20/19,0.8821,0.8819,0.8831,0.8792,0.03%
02/19/19,0.8818,0.8841,0.887,0.8803,-0.26%
02/18/19,0.8841,0.8862,0.8864,0.8823,-0.15%
02/15/19,0.8854,0.8852,0.8902,0.884,0.01%
02/14/19,0.8853,0.8874,0.8891,0.884,-0.30%
02/13/19,0.888,0.8829,0.8882,0.8815,0.57%
02/12/19,0.883,0.8864,0.8884,0.8817,-0.44%
02/11/19,0.8869,0.8829,0.8875,0.8825,0.49%
02/08/19,0.8826,0.8819,0.8836,0.8808,0.15%
02/07/19,0.8813,0.8802,0.8833,0.8791,0.14%
02/06/19,0.8801,0.8768,0.8804,0.8758,0.46%
02/05/19,0.8761,0.8742,0.8773,0.8731,0.22%
02/04/19,0.8742,0.8731,0.8758,0.8723,0.14%
02/01/19,0.873,0.8737,0.8748,0.8703,-0.07%
01/31/19,0.8736,0.871,0.8746,0.8682,0.28%
01/30/19,0.8712,0.8747,0.8768,0.8692,-0.41%
01/29/19,0.8748,0.8749,0.8764,0.8732,-0.03%
01/28/19,0.8751,0.8767,0.8781,0.8737,-0.18%
01/25/19,0.8767,0.8848,0.8852,0.8756,-0.88%
01/24/19,0.8845,0.8786,0.8858,0.8773,0.66%
01/23/19,0.8787,0.8801,0.8811,0.8773,-0.18%
01/22/19,0.8803,0.8798,0.8821,0.878,0.06%
01/21/19,0.8798,0.8796,0.8808,0.8766,-0.02%
01/18/19,0.88,0.8773,0.881,0.8762,0.27%
01/17/19,0.8776,0.8776,0.8796,0.8764,0.05%
01/16/19,0.8772,0.876,0.8792,0.8752,0.13%
01/15/19,0.8761,0.8718,0.8788,0.8701,0.55%
01/14/19,0.8713,0.872,0.8742,0.8709,-0.08%
01/11/19,0.872,0.8697,0.873,0.8665,0.28%
01/10/19,0.8696,0.8663,0.8709,0.8643,0.37%
01/09/19,0.8664,0.874,0.8745,0.8654,-0.87%
01/08/19,0.874,0.8714,0.8757,0.8707,0.30%
01/07/19,0.8714,0.8778,0.8778,0.8708,-0.71%
01/04/19,0.8776,0.8778,0.8814,0.8756,-0.01%
01/03/19,0.8777,0.8815,0.8843,0.8762,-0.43%
01/02/19,0.8815,0.8722,0.8831,0.8698,1.07%
01/01/19,0.8722,0.8721,0.8753,0.866,0.05%
12/31/18,0.8718,0.8739,0.8756,0.8718,-0.24%
12/28/18,0.8739,0.8748,0.8755,0.8712,-0.11%
12/27/18,0.8749,0.8809,0.8811,0.873,-0.68%
12/26/18,0.8809,0.8801,0.8817,0.8754,0.09%
12/25/18,0.8801,0.8772,0.8802,0.8749,0.33%
12/24/18,0.8772,0.8794,0.8809,0.8741,-0.24%
12/21/18,0.8793,0.8737,0.8808,0.8714,0.64%
12/20/18,0.8737,0.879,0.8796,0.8706,-0.60%
12/19/18,0.879,0.8801,0.8803,0.874,-0.12%
12/18/18,0.8801,0.8811,0.8821,0.8769,-0.12%
12/17/18,0.8812,0.8844,0.8851,0.8804,-0.34%
12/14/18,0.8842,0.8801,0.8874,0.8792,0.48%
12/13/18,0.88,0.8796,0.8827,0.8776,0.03%
12/12/18,0.8797,0.8835,0.884,0.878,-0.44%
12/11/18,0.8836,0.8805,0.8846,0.8771,0.34%
12/10/18,0.8806,0.877,0.8812,0.8739,0.19%
12/07/18,0.8789,0.879,0.8804,0.8753,-0.02%
12/06/18,0.8791,0.8815,0.8833,0.8761,-0.26%
12/05/18,0.8814,0.8817,0.8841,0.88,0.00%
12/04/18,0.8814,0.8807,0.8836,0.8755,0.07%
12/03/18,0.8808,0.884,0.884,0.8788,-0.33%
11/30/18,0.8837,0.8778,0.8848,0.8771,0.67%
11/29/18,0.8778,0.8799,0.8812,0.877,-0.23%
11/28/18,0.8798,0.8855,0.8875,0.878,-0.69%
11/27/18,0.8859,0.8827,0.8868,0.8814,0.35%
11/26/18,0.8828,0.8818,0.8832,0.8784,0.12%
11/23/18,0.8817,0.8769,0.8829,0.8755,0.58%
11/22/18,0.8766,0.8784,0.8787,0.8744,-0.19%
11/21/18,0.8783,0.8794,0.8801,0.8751,-0.13%
11/20/18,0.8794,0.8731,0.8804,0.8716,0.72%
11/19/18,0.8731,0.8767,0.8779,0.8721,-0.30%
11/16/18,0.8757,0.8828,0.8834,0.8756,-0.80%
11/15/18,0.8828,0.8842,0.8873,0.8801,-0.15%
11/14/18,0.8841,0.8858,0.8881,0.8812,-0.18%
11/13/18,0.8857,0.8914,0.8917,0.8851,-0.64%
11/12/18,0.8914,0.8826,0.8917,0.8822,1.05%
11/09/18,0.8821,0.88,0.8837,0.8796,0.24%
11/08/18,0.88,0.875,0.8809,0.8734,0.55%
11/07/18,0.8752,0.8752,0.8777,0.8696,0.01%
11/06/18,0.8751,0.8768,0.878,0.8741,-0.18%
11/05/18,0.8767,0.8779,0.8806,0.8752,-0.16%
11/02/18,0.8781,0.8766,0.8794,0.873,0.18%
11/01/18,0.8765,0.8841,0.8845,0.8752,-0.86%
10/31/18,0.8841,0.8815,0.8849,0.8801,0.31%
10/30/18,0.8814,0.8791,0.8819,0.878,0.24%
10/29/18,0.8793,0.8767,0.8801,0.8758,0.29%
10/26/18,0.8768,0.879,0.8821,0.8754,-0.26%
10/25/18,0.8791,0.8778,0.8807,0.8746,0.15%
10/24/18,0.8778,0.8717,0.8788,0.8713,0.70%
10/23/18,0.8717,0.8722,0.8743,0.87,-0.06%
10/22/18,0.8722,0.869,0.873,0.8659,0.43%
10/19/18,0.8685,0.8732,0.8748,0.8669,-0.53%
10/18/18,0.8731,0.8693,0.8734,0.8675,0.43%
10/17/18,0.8694,0.864,0.87,0.8631,0.63%
10/16/18,0.864,0.8635,0.8647,0.8603,0.03%
10/15/18,0.8637,0.8651,0.8669,0.8617,-0.14%
10/12/18,0.8649,0.8626,0.8669,0.8611,0.28%
10/11/18,0.8625,0.868,0.8682,0.862,-0.63%
10/10/18,0.868,0.8702,0.8712,0.8661,-0.26%
10/09/18,0.8703,0.8703,0.8748,0.8692,0.02%
10/08/18,0.8701,0.868,0.8728,0.8669,0.27%
10/05/18,0.8678,0.8683,0.8708,0.8658,-0.08%
10/04/18,0.8685,0.8711,0.8723,0.8663,-0.31%
10/03/18,0.8712,0.8659,0.8723,0.8626,0.61%
10/02/18,0.8659,0.8638,0.8692,0.8635,0.24%
10/01/18,0.8638,0.8617,0.8649,0.86,0.28%
09/28/18,0.8614,0.859,0.8644,0.8582,0.28%
09/27/18,0.859,0.8517,0.8593,0.8505,0.85%
09/26/18,0.8518,0.8498,0.8528,0.8475,0.27%
09/25/18,0.8495,0.8511,0.8525,0.8478,-0.20%
09/24/18,0.8512,0.8511,0.8531,0.8464,0.02%
09/21/18,0.851,0.849,0.8524,0.847,0.22%
09/20/18,0.8491,0.8568,0.8571,0.8486,-0.89%
09/19/18,0.8567,0.8571,0.8584,0.8535,-0.04%
09/18/18,0.857,0.8558,0.8583,0.8528,0.13%
09/17/18,0.8559,0.8601,0.8607,0.8546,-0.45%
09/14/18,0.8598,0.8555,0.8609,0.8532,0.50%
09/13/18,0.8555,0.86,0.8616,0.8546,-0.53%
09/12/18,0.8601,0.8619,0.8643,0.8583,-0.17%
09/11/18,0.8616,0.8626,0.8648,0.8589,-0.12%
09/10/18,0.8626,0.8652,0.8677,0.8609,-0.35%
09/07/18,0.8656,0.8602,0.8659,0.8583,0.59%
09/06/18,0.8605,0.8599,0.8617,0.8577,0.07%
09/05/18,0.8599,0.8633,0.8663,0.859,-0.41%
09/04/18,0.8634,0.8602,0.8673,0.8599,0.36%
09/03/18,0.8603,0.8624,0.8632,0.8599,-0.19%
08/31/18,0.8619,0.8569,0.8633,0.8555,0.58%
08/30/18,0.8569,0.854,0.859,0.8532,0.33%
08/29/18,0.8541,0.8551,0.8582,0.8539,-0.11%
08/28/18,0.855,0.8563,0.8576,0.8522,-0.15%
08/27/18,0.8563,0.8599,0.8626,0.8551,-0.49%
08/24/18,0.8605,0.8667,0.867,0.8591,-0.70%
08/23/18,0.8666,0.8622,0.8673,0.8619,0.50%
08/22/18,0.8623,0.8642,0.8657,0.8602,-0.22%
08/21/18,0.8642,0.871,0.8712,0.8619,-0.78%
08/20/18,0.871,0.8739,0.8777,0.8706,-0.38%
08/17/18,0.8743,0.879,0.8799,0.8736,-0.53%
08/16/18,0.879,0.8814,0.8822,0.8764,-0.27%
08/15/18,0.8814,0.8815,0.8851,0.8806,-0.01%
08/14/18,0.8815,0.8764,0.8827,0.8749,0.57%
08/13/18,0.8765,0.8781,0.88,0.8745,0.02%
08/10/18,0.8763,0.8675,0.8781,0.8667,1.00%
08/09/18,0.8676,0.8612,0.8677,0.8605,0.74%
08/08/18,0.8612,0.8621,0.864,0.8599,-0.10%
08/07/18,0.8621,0.8657,0.8661,0.8615,-0.40%
08/06/18,0.8656,0.8639,0.8673,0.8639,0.13%
08/03/18,0.8645,0.863,0.865,0.8611,0.15%
08/02/18,0.8632,0.8577,0.8636,0.857,0.64%
08/01/18,0.8577,0.8554,0.8579,0.8546,0.27%
07/31/18,0.8554,0.8541,0.8558,0.8512,0.14%
07/30/18,0.8542,0.8578,0.8586,0.8534,-0.43%
07/27/18,0.8579,0.8588,0.8606,0.8572,-0.12%
07/26/18,0.8589,0.8525,0.8592,0.8515,0.73%
07/25/18,0.8527,0.8557,0.8573,0.8518,-0.36%
07/24/18,0.8558,0.8552,0.8581,0.8535,0.07%
07/23/18,0.8552,0.8528,0.856,0.851,0.23%
07/20/18,0.8532,0.8589,0.8602,0.8518,-0.66%
07/19/18,0.8589,0.8592,0.864,0.8563,-0.03%
07/18/18,0.8592,0.8576,0.862,0.8572,0.19%
07/17/18,0.8576,0.8539,0.8586,0.8515,0.43%
07/16/18,0.8539,0.8562,0.8566,0.8528,-0.22%
07/13/18,0.8558,0.8569,0.8611,0.8555,-0.11%
07/12/18,0.8567,0.8566,0.8585,0.8549,0.00%
07/11/18,0.8567,0.8516,0.8573,0.8505,0.61%
07/10/18,0.8515,0.8509,0.8555,0.8501,0.07%
07/09/18,0.8509,0.8515,0.8526,0.8481,-0.04%
07/06/18,0.8512,0.8555,0.8563,0.8498,-0.49%
07/05/18,0.8554,0.8579,0.8586,0.8531,-0.29%
07/04/18,0.8579,0.8579,0.8599,0.856,0.00%
07/03/18,0.8579,0.8592,0.8607,0.8567,-0.14%
07/02/18,0.8591,0.8583,0.8628,0.8547,0.39%
06/29/18,0.8558,0.8643,0.8652,0.8553,-0.98%
06/28/18,0.8643,0.8656,0.8677,0.862,-0.15%
06/27/18,0.8656,0.8586,0.8667,0.8568,0.82%
06/26/18,0.8586,0.8545,0.8596,0.8532,0.48%
06/25/18,0.8545,0.858,0.86,0.8538,-0.40%
06/22/18,0.8579,0.8619,0.8622,0.8566,-0.46%
06/21/18,0.8619,0.8642,0.869,0.8596,-0.25%
06/20/18,0.8641,0.8629,0.8669,0.8619,0.14%
06/19/18,0.8629,0.8606,0.8673,0.8588,0.30%
06/18/18,0.8603,0.8613,0.8647,0.8601,-0.13%
06/15/18,0.8614,0.8644,0.8664,0.86,-0.34%
06/14/18,0.8643,0.8481,0.8649,0.8438,1.91%
06/13/18,0.8481,0.8515,0.8528,0.8473,-0.40%
06/12/18,0.8515,0.8487,0.8524,0.8468,0.33%
06/11/18,0.8487,0.85,0.8509,0.8459,-0.13%
06/08/18,0.8498,0.8475,0.8528,0.8467,0.26%
06/07/18,0.8476,0.8495,0.8496,0.8446,-0.21%
06/06/18,0.8494,0.8532,0.8539,0.8477,-0.47%
06/05/18,0.8534,0.8547,0.8582,0.8523,-0.16%
06/04/18,0.8548,0.8579,0.8581,0.8513,-0.33%
06/01/18,0.8576,0.8551,0.8607,0.8532,0.28%
05/31/18,0.8552,0.8572,0.8591,0.8529,-0.27%
05/30/18,0.8575,0.8667,0.8683,0.8563,-1.05%
05/29/18,0.8666,0.8602,0.8689,0.8591,0.73%
05/28/18,0.8603,0.8582,0.8616,0.8525,0.24%
05/25/18,0.8582,0.8532,0.8589,0.8522,0.59%
05/24/18,0.8532,0.8548,0.8555,0.8508,-0.21%
05/23/18,0.855,0.8489,0.8566,0.8481,0.72%
05/22/18,0.8489,0.848,0.8506,0.8452,0.09%
05/21/18,0.8481,0.8502,0.8536,0.8477,-0.12%
05/18/18,0.8491,0.8479,0.8512,0.8459,0.15%
05/17/18,0.8478,0.8469,0.8492,0.8448,0.11%
05/16/18,0.8469,0.8447,0.8501,0.8435,0.25%
05/15/18,0.8448,0.8384,0.846,0.8376,0.75%
05/14/18,0.8385,0.8371,0.8386,0.8337,0.14%
05/11/18,0.8373,0.8394,0.841,0.8356,-0.24%
05/10/18,0.8393,0.8439,0.8445,0.837,-0.53%
05/09/18,0.8438,0.8427,0.8458,0.8405,0.12%
05/08/18,0.8428,0.8387,0.8448,0.8377,0.49%
05/07/18,0.8387,0.8367,0.8407,0.8348,0.31%
05/04/18,0.8361,0.8341,0.8397,0.8337,0.24%
05/03/18,0.8341,0.8367,0.8371,0.8327,-0.31%
05/02/18,0.8367,0.8338,0.8378,0.8312,0.35%
05/01/18,0.8338,0.8279,0.8346,0.8271,0.71%
04/30/18,0.8279,0.8247,0.8289,0.8238,0.42%
04/27/18,0.8244,0.8261,0.8296,0.8242,-0.23%
04/26/18,0.8263,0.8224,0.8268,0.8189,0.49%
04/25/18,0.8223,0.8175,0.8224,0.817,0.59%
04/24/18,0.8175,0.819,0.8209,0.8166,-0.18%
04/23/18,0.819,0.8137,0.8198,0.8136,0.64%
04/20/18,0.8138,0.81,0.8164,0.8095,0.48%
04/19/18,0.8099,0.8083,0.8112,0.8065,0.21%
04/18/18,0.8082,0.8084,0.8103,0.8066,-0.02%
04/17/18,0.8084,0.8076,0.8106,0.8054,0.07%
04/16/18,0.8078,0.8111,0.8115,0.8067,-0.38%
04/13/18,0.8109,0.8113,0.8126,0.8099,-0.05%
04/12/18,0.8113,0.8086,0.8132,0.8077,0.33%
04/11/18,0.8086,0.8094,0.8099,0.8066,-0.10%
04/10/18,0.8094,0.8117,0.8128,0.8079,-0.27%
04/09/18,0.8116,0.8144,0.8156,0.8109,-0.32%
04/06/18,0.8142,0.8171,0.8187,0.8136,-0.34%
04/05/18,0.817,0.8145,0.8185,0.8136,0.31%
04/04/18,0.8145,0.8149,0.8159,0.8121,-0.05%
04/03/18,0.8149,0.8128,0.8161,0.8106,0.26%
04/02/18,0.8128,0.8115,0.8143,0.8101,0.16%
03/30/18,0.8115,0.813,0.8135,0.8108,-0.17%
03/29/18,0.8129,0.8125,0.8142,0.8106,0.05%
03/28/18,0.8125,0.8063,0.8132,0.8051,0.77%
03/27/18,0.8063,0.8036,0.8084,0.8015,0.32%
03/26/18,0.8037,0.8098,0.8102,0.8023,-0.72%
03/23/18,0.8095,0.8129,0.8131,0.8083,-0.41%
03/22/18,0.8128,0.8105,0.8141,0.8073,0.28%
03/21/18,0.8105,0.8169,0.817,0.8097,-0.77%
03/20/18,0.8168,0.8107,0.8172,0.8095,0.75%
03/19/18,0.8107,0.814,0.8158,0.8091,-0.37%
03/16/18,0.8137,0.8127,0.8157,0.8106,0.12%
03/15/18,0.8127,0.8085,0.8129,0.8074,0.51%
03/14/18,0.8086,0.8071,0.8099,0.8056,0.19%
03/13/18,0.8071,0.8107,0.8121,0.806,-0.44%
03/12/18,0.8107,0.8124,0.8137,0.81,-0.22%
03/09/18,0.8125,0.8123,0.8148,0.8107,0.04%
03/08/18,0.8122,0.8056,0.8132,0.8034,0.81%
03/07/18,0.8057,0.8063,0.8075,0.8036,-0.06%
03/06/18,0.8062,0.8106,0.8111,0.8051,-0.54%
03/05/18,0.8106,0.8114,0.8151,0.8085,-0.15%
03/02/18,0.8118,0.8152,0.8163,0.8105,-0.42%
03/01/18,0.8152,0.8199,0.8226,0.8147,-0.59%
02/28/18,0.82,0.8175,0.8206,0.8169,0.31%
02/27/18,0.8175,0.8119,0.8184,0.8099,0.69%
02/26/18,0.8119,0.8132,0.8145,0.8094,-0.20%
02/23/18,0.8135,0.8111,0.8144,0.8105,0.31%
02/22/18,0.811,0.8141,0.8157,0.8095,-0.38%
02/21/18,0.8141,0.8105,0.8144,0.8091,0.44%
02/20/18,0.8105,0.806,0.8118,0.8056,0.56%
02/19/18,0.806,0.8058,0.8085,0.8042,-0.01%
02/16/18,0.8061,0.7996,0.8069,0.7965,0.81%
02/15/18,0.7996,0.8032,0.8034,0.7993,-0.45%
02/14/18,0.8032,0.8096,0.8146,0.8022,-0.79%
02/13/18,0.8096,0.8135,0.8141,0.8083,-0.48%
02/12/18,0.8135,0.8159,0.8174,0.8132,-0.48%
02/09/18,0.8174,0.8166,0.8195,0.8138,0.11%
02/08/18,0.8165,0.8155,0.8189,0.8134,0.13%
02/07/18,0.8154,0.8081,0.8165,0.806,0.93%
02/06/18,0.8079,0.8085,0.8121,0.8042,-0.07%
02/05/18,0.8085,0.8026,0.8088,0.8015,0.75%
02/02/18,0.8025,0.7994,0.8058,0.7988,0.39%
02/01/18,0.7994,0.8055,0.8075,0.7985,-0.71%
01/31/18,0.8051,0.8063,0.8073,0.8016,-0.16%
01/30/18,0.8064,0.8076,0.8107,0.803,-0.15%
01/29/18,0.8076,0.8047,0.8106,0.804,0.31%
01/26/18,0.8051,0.8067,0.8084,0.8004,-0.20%
01/25/18,0.8067,0.8059,0.8088,0.7975,0.09%
01/24/18,0.806,0.8131,0.8135,0.8054,-0.87%
01/23/18,0.8131,0.8155,0.8183,0.8126,-0.29%
01/22/18,0.8155,0.8154,0.8188,0.8147,-0.33%
01/19/18,0.8182,0.8172,0.8185,0.8132,0.13%
01/18/18,0.8171,0.8206,0.8221,0.8153,-0.43%
01/17/18,0.8206,0.8156,0.8213,0.8115,0.61%
01/16/18,0.8156,0.8155,0.82,0.8141,0.01%
01/15/18,0.8155,0.8199,0.8206,0.8133,-0.62%
01/12/18,0.8206,0.8312,0.8314,0.8205,-1.26%
01/11/18,0.8311,0.837,0.8383,0.8292,-0.70%
01/10/18,0.837,0.8378,0.8387,0.832,-0.08%
01/09/18,0.8377,0.8357,0.8393,0.835,0.24%
01/08/18,0.8357,0.8314,0.8366,0.8297,0.53%
01/05/18,0.8313,0.8287,0.832,0.8276,0.33%
01/04/18,0.8286,0.8323,0.833,0.8272,-0.44%
01/03/18,0.8323,0.8293,0.8332,0.8286,0.36%
01/02/18,0.8293,0.8326,0.8334,0.8276,-0.41%
01/01/18,0.8327,0.8333,0.8337,0.8325,-0.10%
12/29/17,0.8335,0.8374,0.8378,0.8314,-0.47%
12/28/17,0.8374,0.8413,0.8413,0.8363,-0.44%
12/27/17,0.8411,0.8434,0.8437,0.8397,-0.26%
12/26/17,0.8433,0.8427,0.8441,0.8417,0.08%
12/25/17,0.8426,0.8439,0.8444,0.8416,-0.08%
12/22/17,0.8433,0.8423,0.8463,0.842,0.13%
12/21/17,0.8422,0.8422,0.8439,0.8409,-0.02%
12/20/17,0.8424,0.8446,0.8455,0.8401,-0.26%
12/19/17,0.8446,0.8488,0.8492,0.8439,-0.49%
12/18/17,0.8488,0.8506,0.8519,0.8449,-0.24%
12/15/17,0.8508,0.849,0.8511,0.8467,0.21%
12/14/17,0.849,0.8456,0.8496,0.8428,0.40%
12/13/17,0.8456,0.8517,0.8526,0.8451,-0.72%
12/12/17,0.8517,0.8497,0.8536,0.8479,0.24%
12/11/17,0.8497,0.8497,0.8502,0.8467,-0.04%
12/08/17,0.85,0.8494,0.8525,0.8489,0.07%
12/07/17,0.8494,0.8477,0.8496,0.8464,0.19%
12/06/17,0.8478,0.8457,0.8489,0.844,0.26%
12/05/17,0.8456,0.8427,0.8475,0.8419,0.34%
12/04/17,0.8427,0.8417,0.8455,0.841,0.21%
12/01/17,0.8409,0.84,0.8438,0.8376,0.11%
11/30/17,0.84,0.8441,0.8468,0.838,-0.47%
11/29/17,0.844,0.8445,0.8462,0.8415,-0.06%
11/28/17,0.8445,0.8404,0.8456,0.8389,0.48%
11/27/17,0.8405,0.8381,0.8407,0.836,0.27%
11/24/17,0.8382,0.8436,0.8448,0.8371,-0.66%
11/23/17,0.8438,0.8458,0.8466,0.8434,-0.24%
11/22/17,0.8458,0.8519,0.8525,0.8456,-0.72%
11/21/17,0.8519,0.8522,0.8538,0.8504,-0.06%
11/20/17,0.8524,0.848,0.853,0.8468,0.54%
11/17/17,0.8478,0.8497,0.85,0.8458,-0.21%
11/16/17,0.8496,0.8481,0.8507,0.8473,0.18%
11/15/17,0.8481,0.8476,0.8486,0.8431,0.06%
11/14/17,0.8476,0.8571,0.8576,0.8471,-1.11%
11/13/17,0.8571,0.8571,0.8595,0.8566,-0.01%
